row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
"Thuế xuất, nhập khẩu","a. Các khoản phải thu > Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",1.294.523.232,199.006.620.429,198.861.795.216,1.149.698.019,1294523232.0,199006620429.0,198861795216.0,1149698019.0
Thuế thu nhập doanh nghiệp,a. Các khoản phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,85.527.253.841,85.527.253.841,-,-,85527253841.0,85527253841.0,,
Thuế nhà thầu,a. Các khoản phải thu > Thuế nhà thầu,Thuế nhà thầu,2.076.535.352,2.076.535.352,-,-,2076535352.0,2076535352.0,,
"Tiền thuê đất, thuế nhà đất","a. Các khoản phải thu > Tiền thuê đất, thuế nhà đất","Tiền thuê đất, thuế nhà đất",-,1.215.038.607,3.106.240.467,1.891.201.860,,1215038607.0,3106240467.0,1891201860.0
,,,88.898.312.425,287.825.448.229,201.968.035.683,3.040.899.879,88898312425.0,287825448229.0,201968035683.0,3040899879.0
b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,,,,
Thuế giá trị gia tăng,b. Các khoản phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,577.849.814.761,7.755.023.466.584,8.163.941.154.367,168.932.126.978,577849814761.0,7755023466584.0,8163941154367.0,168932126978.0
- Thuế GTGT đầu ra,b. Các khoản phải trả > - Thuế GTGT đầu ra,- Thuế GTGT đầu ra,577.849.814.748,3.082.490.193.890,3.491.407.881.673,168.932.126.965,577849814748.0,3082490193890.0,3491407881673.0,168932126965.0
- Thuế GTGT hàng nhập khẩu,b. Các khoản phải trả > - Thuế GTGT hàng nhập khẩu,- Thuế GTGT hàng nhập khẩu,13,4.672.533.272.694,4.672.533.272.694,13,13.0,4672533272694.0,4672533272694.0,13.0
Thuế tiêu thụ đặc biệt,b. Các khoản phải trả > Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,542.148.260.586,5.579.964.068.147,5.610.474.993.953,511.637.334.780,542148260586.0,5579964068147.0,5610474993953.0,511637334780.0
Thuế thu nhập doanh nghiệp,b. Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,699.268.606.993,386.670.722.977,312.597.884.016,,699268606993.0,386670722977.0,312597884016.0
Thuế thu nhập cá nhân,b. Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,11.527.735.589,72.033.871.255,76.636.902.275,6.924.704.569,11527735589.0,72033871255.0,76636902275.0,6924704569.0
Thuế nhà thầu,b. Các khoản phải trả > Thuế nhà thầu,Thuế nhà thầu,5.475.626.627,87.521.780.849,92.769.808.615,227.598.861,5475626627.0,87521780849.0,92769808615.0,227598861.0
"Tiền thuê đất, thuế nhà đất","b. Các khoản phải trả > Tiền thuê đất, thuế nhà đất","Tiền thuê đất, thuế nhà đất",-,32.195.882,32.195.882,-,,32195882.0,32195882.0,
Thuế môn bài,b. Các khoản phải trả > Thuế môn bài,Thuế môn bài,-,6.000.000,6.000.000,-,,6000000.0,6000000.0,
Thuế bảo vệ môi trường,b. Các khoản phải trả > Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,8.521.521.000,159.805.441.000,122.519.124.000,45.807.838.000,8521521000.0,159805441000.0,122519124000.0,45807838000.0
"Các loại thuế, phí và lệ phí khác","b. Các khoản phải trả > Các loại thuế, phí và lệ phí khác","Các loại thuế, phí và lệ phí khác",-,64.300.390.255,64.300.390.255,-,,64300390255.0,64300390255.0,
,,,1.145.522.958.563,14.417.955.820.965,14.517.351.292.324,1.046.127.487.204,1145522958563.0,14417955820965.0,14517351292324.0,1046127487204.0
