row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,379.091.870.556,294.171.663.545,379091870556.0,294171663545.0
a1. Trả trước cho người bán ngắn hạn,a1. Trả trước cho người bán ngắn hạn,a1. Trả trước cho người bán ngắn hạn,234.010.612.386,191.597.345.700,234010612386.0,191597345700.0
không phải là bên liên quan chủ yếu,không phải là bên liên quan chủ yếu,không phải là bên liên quan chủ yếu,không phải là bên liên quan chủ yếu,không phải là bên liên quan chủ yếu,,
EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,không phải là bên liên quan chủ yếu > EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,57.240.359.104,-,57240359104.0,
"Mitsui & Co., Ltd.","không phải là bên liên quan chủ yếu > Mitsui & Co., Ltd.","Mitsui & Co., Ltd.",28.000.328.953,-,28000328953.0,
W.R.Grace & Co.-Conn,không phải là bên liên quan chủ yếu > W.R.Grace & Co.-Conn,W.R.Grace & Co.-Conn,18.392.153.351,17.391.816.866,18392153351.0,17391816866.0
Vietsea Company Pte. Ltd.,không phải là bên liên quan chủ yếu > Vietsea Company Pte. Ltd.,Vietsea Company Pte. Ltd.,14.076.311.167,-,14076311167.0,
Conifer Singapore Pte. Ltd.,không phải là bên liên quan chủ yếu > Conifer Singapore Pte. Ltd.,Conifer Singapore Pte. Ltd.,13.683.528.960,13.259.480.000,13683528960.0,13259480000.0
Remosa SRL,không phải là bên liên quan chủ yếu > Remosa SRL,Remosa SRL,11.096.441.485,11.096.441.485,11096441485.0,11096441485.0
Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,không phải là bên liên quan chủ yếu > Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,4.539.675.594,22.985.939.788,4539675594.0,22985939788.0
Honeywell Pte. Ltd.,không phải là bên liên quan chủ yếu > Honeywell Pte. Ltd.,Honeywell Pte. Ltd.,-,23.563.854.501,,23563854501.0
Các đối tượng khác,không phải là bên liên quan chủ yếu > Các đối tượng khác,Các đối tượng khác,86.981.813.772,103.299.813.060,86981813772.0,103299813060.0
a2. Trả trước cho người bán ngắn hạn là các bên liên quan chủ yếu,không phải là bên liên quan chủ yếu > a2. Trả trước cho người bán ngắn hạn là các bên liên quan chủ yếu,a2. Trả trước cho người bán ngắn hạn là các bên liên quan chủ yếu,145.081.258.170,102.574.317.845,145081258170.0,102574317845.0
(Chi tiết tại Thuyết minh số 34),(Chi tiết tại Thuyết minh số 34),(Chi tiết tại Thuyết minh số 34),(Chi tiết tại Thuyết minh số 34),(Chi tiết tại Thuyết minh số 34),,
b. Trả trước cho người bán dài hạn,(Chi tiết tại Thuyết minh số 34) > b. Trả trước cho người bán dài hạn,b. Trả trước cho người bán dài hạn,548.106.960.657,548.106.960.657,548106960657.0,548106960657.0
Ban Quản lý Khu kinh tế Dung Quất (*),(Chi tiết tại Thuyết minh số 34) > Ban Quản lý Khu kinh tế Dung Quất (*),Ban Quản lý Khu kinh tế Dung Quất (*),548.106.960.657,548.106.960.657,548106960657.0,548106960657.0
,,,927.198.831.213,842.278.624.202,927198831213.0,842278624202.0
