row_label_raw,row_label_full,col_0,Đơn vị tính: VND,numeric__Đơn vị tính: VND
,,,"Máy móc, thiết bị",
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,675.092.009.076,675092009076.0
Phân loại sang TSCĐ hữu hình,Nguyên giá: > Phân loại sang TSCĐ hữu hình,Phân loại sang TSCĐ hữu hình,(66.291.264.153),-66291264153.0
Giảm khác,Nguyên giá: > Giảm khác,Giảm khác,(2.183.783.839),-2183783839.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,606.616.961.084,606616961084.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,136.934.759.019,136934759019.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,63.389.461.595,63389461595.0
Phân loại sang TSCĐ hữu hình,Giá trị khấu hao lũy kế: > Phân loại sang TSCĐ hữu hình,Phân loại sang TSCĐ hữu hình,(48.726.355.264),-48726355264.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,151.597.865.350,151597865350.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,538.157.250.057,538157250057.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,455.019.095.734,455019095734.0
