row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,6.766.896.739.905,7.051.326.331.773,,221.0,6766896739905.0,7051326331773.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(89.799.175.977),(64.721.946.437),,221.0,-89799175977.0,-64721946437.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,6.677.097.563.928,6.986.604.385.336,,221.0,6677097563928.0,6986604385336.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(6.032.320.145.386),(6.469.253.617.820),,23.0,-6032320145386.0,-6469253617820.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,644.777.418.542,517.350.767.516,,,644777418542.0,517350767516.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,799.005.053.700,105.869.946.428,,222.0,799005053700.0,105869946428.0
22,22,22,7. Chi phí tài chính,25,(308.314.198.776),(175.738.038.937),,25.0,-308314198776.0,-175738038937.0
23,23,23,Trong đó: Chi phí lãi vay,,(154.336.355.961),(126.313.068.706),,,-154336355961.0,-126313068706.0
25,25,25,8. Chi phí bán hàng,24,(113.074.950.945),(79.425.607.921),,24.0,-113074950945.0,-79425607921.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(43.644.028.201),(115.357.872.246),,24.0,-43644028201.0,-115357872246.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,978.749.294.320,252.699.194.840,,,978749294320.0,252699194840.0
31,31,31,11. Thu nhập khác,,4.178.915.048,224.959.824,,,4178915048.0,224959824.0
32,32,32,12. Chi phí khác,,-,(8.046.086),,,,-8046086.0
40,40,40,13. Lợi nhuận khác,,4.178.915.048,216.913.738,,,4178915048.0,216913738.0
50,50,50,14. Tổng lợi nhuận trước thuế,,982.928.209.368,252.916.108.578,,,982928209368.0,252916108578.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27.1,(32.639.891.795),(28.837.733.108),,271.0,-32639891795.0,-28837733108.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,950.288.317.573,224.078.375.470,,,950288317573.0,224078375470.0
