row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,113.074.950.945,79.425.607.921,113074950945.0,79425607921.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",5.418.489.265,3.891.434.816,5418489265.0,3891434816.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,55.889.252.000,55.026.278.000,55889252000.0,55026278000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.428.062.977,2.513.524.053,2428062977.0,2513524053.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,25.987.519.000,6.533.091.600,25987519000.0,6533091600.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,23.351.627.703,11.461.279.452,23351627703.0,11461279452.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,43.644.028.201,115.357.872.246,43644028201.0,115357872246.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,8.090.541.285,8.334.159.083,8090541285.0,8334159083.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,56.227.214.060,54.627.800.100,56227214060.0,54627800100.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,6.605.019.103,6.025.579.103,6605019103.0,6025579103.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,44.216.980.508,37.862.875.395,44216980508.0,37862875395.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,(79.689.593.000),2.264.280.866,-79689593000.0,2264280866.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,8.193.866.245,6.243.177.699,8193866245.0,6243177699.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,156.718.979.146,194.783.480.167,156718979146.0,194783480167.0
