row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Ngắn hạn > Khoản đặt cọc liên quan đến dự án Thuận Thành 2,Khoản đặt cọc liên quan đến dự án Thuận Thành 2,161.353.858.250,-,161353858250.0,
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",3.767.605.718,5.431.850.388,3767605718.0,5431850388.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",17.814.549.636,15.086.717.650,17814549636.0,15086717650.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,182.936.013.604,20.518.568.038,182936013604.0,20518568038.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Dài hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),Khoản hỗ trợ của UBND tỉnh Bắc Ninh (*),173.563.494.000,173.563.494.000,173563494000.0,173563494000.0
Góp vốn hợp tác kinh doanh,Dài hạn > Góp vốn hợp tác kinh doanh,Góp vốn hợp tác kinh doanh,66.000.000.000,20.000.000.000,66000000000.0,20000000000.0
"Thù lao HĐQT, ban kiểm soát năm 2019","Dài hạn > Thù lao HĐQT, ban kiểm soát năm 2019","Thù lao HĐQT, ban kiểm soát năm 2019",-,2.514.000.000,,2514000000.0
"Nhận ký quỹ, ký cược dài hạn","Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",75.000.000.000,50.000.000.000,75000000000.0,50000000000.0
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",13.886.776.002,14.682.929.954,13886776002.0,14682929954.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,328.450.270.002,260.760.423.954,328450270002.0,260760423954.0
