row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Nhà máy phân bón hữu cơ Việt Nhật (*),Nhà máy phân bón hữu cơ Việt Nhật (*),Nhà máy phân bón hữu cơ Việt Nhật (*),221.481.044.981,213.565.785.820,221481044981.0,213565785820.0
Dự án Nhà máy thuỷ sản Nutreco,Dự án Nhà máy thuỷ sản Nutreco,Dự án Nhà máy thuỷ sản Nutreco,135.208.661.559,-,135208661559.0,
Dự án nhà máy Nutreco Hà Tĩnh (**),Dự án nhà máy Nutreco Hà Tĩnh (**),Dự án nhà máy Nutreco Hà Tĩnh (**),77.898.398.977,68.812.356.798,77898398977.0,68812356798.0
Trung tâm nghề Lạc Vệ,Trung tâm nghề Lạc Vệ,Trung tâm nghề Lạc Vệ,43.924.344.927,24.007.406.927,43924344927.0,24007406927.0
Dự án kho nguyên liệu Hạp Lĩnh (**),Dự án kho nguyên liệu Hạp Lĩnh (**),Dự án kho nguyên liệu Hạp Lĩnh (**),32.622.544.100,31.480.066.100,32622544100.0,31480066100.0
Dự án chung cư Huyền Quang,Dự án chung cư Huyền Quang,Dự án chung cư Huyền Quang,30.619.012.684,-,30619012684.0,
Dự án trung tâm thương mại Đại Phúc,Dự án trung tâm thương mại Đại Phúc,Dự án trung tâm thương mại Đại Phúc,27.188.262.276,13.882.634.545,27188262276.0,13882634545.0
Dự án cảng Dabaco - giai đoạn 2,Dự án cảng Dabaco - giai đoạn 2,Dự án cảng Dabaco - giai đoạn 2,27.015.794.050,72.546.036.316,27015794050.0,72546036316.0
Dự án siêu thị Thuận Thành,Dự án siêu thị Thuận Thành,Dự án siêu thị Thuận Thành,13.118.093.652,13.118.093.652,13118093652.0,13118093652.0
Dự án trung tâm thương mại Yên Phong,Dự án trung tâm thương mại Yên Phong,Dự án trung tâm thương mại Yên Phong,12.448.246.504,12.084.346.486,12448246504.0,12084346486.0
Dự án lợn giống Dabaco Phú Thọ,Dự án lợn giống Dabaco Phú Thọ,Dự án lợn giống Dabaco Phú Thọ,10.049.519.591,8.615.115.500,10049519591.0,8615115500.0
"Dự án trung tâm sản xuất giống Cẩm Xuyên, Hà Tĩnh","Dự án trung tâm sản xuất giống Cẩm Xuyên, Hà Tĩnh","Dự án trung tâm sản xuất giống Cẩm Xuyên, Hà Tĩnh",8.200.000.000,8.200.000.000,8200000000.0,8200000000.0
Dự án khu chăn nuôi Hà Tĩnh,Dự án khu chăn nuôi Hà Tĩnh,Dự án khu chăn nuôi Hà Tĩnh,7.424.949.272,7.424.949.272,7424949272.0,7424949272.0
Các dự án khác,Các dự án khác,Các dự án khác,41.611.861.689,18.273.980.318,41611861689.0,18273980318.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,688.810.734.262,492.010.771.734,688810734262.0,492010771734.0
