row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 323.046.555.009 > 181.936.503.662 > 25.900.792.569 > -,Số đầu nămVND > 202.220.754.280 > 219.443.384.681 > 78.333.333.334 > -,numeric__Số cuối nămVND > 323.046.555.009 > 181.936.503.662 > 25.900.792.569 > -,numeric__Số đầu nămVND > 202.220.754.280 > 219.443.384.681 > 78.333.333.334 > -
,,,530.883.851.240,499.997.472.295,530883851240.0,499997472295.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),323.046.555.009,202.220.754.280,323046555009.0,202220754280.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,207.837.296.231,297.776.718.015,207837296231.0,297776718015.0
