row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Chi phí triển khai thuê bao,a. Ngắn hạn > Chi phí triển khai thuê bao,Chi phí triển khai thuê bao,346.556.488.455,403.755.987.720,346556488455.0,403755987720.0
Chi phí trả trước ngắn hạn khác,a. Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,81.859.069.871,104.652.571.118,81859069871.0,104652571118.0
,,,428.415.558.326,508.408.558.838,428415558326.0,508408558838.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Chi phí triển khai thuê bao,b. Dài hạn > Chi phí triển khai thuê bao,Chi phí triển khai thuê bao,951.902.488.768,947.987.826.010,951902488768.0,947987826010.0
Chi phí thuê văn phòng,b. Dài hạn > Chi phí thuê văn phòng,Chi phí thuê văn phòng,226.705.882.348,270.277.155.688,226705882348.0,270277155688.0
Chi phí trả trước dài hạn khác,b. Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,159.982.856.138,110.294.695.080,159982856138.0,110294695080.0
,,,1.338.591.227.254,1.328.559.676.778,1338591227254.0,1328559676778.0
