row_label_raw,row_label_full,Ông Đỗ Quang Hiến,Chủ tịch,numeric__Chủ tịch
Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Phó Chủ tịch (bố nhiệm ngày 11 tháng 4 năm 2023),
Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Phó Chủ tịch (bố nhiệm ngày 11 tháng 4 năm 2023),
Ông Võ Đức Tiến,Ông Võ Đức Tiến,Ông Võ Đức Tiến,Phó Chủ tịch (miễn nhiệm từ ngày 11 tháng 4 năm 2023),
Ông Thái Quốc Minh,Ông Thái Quốc Minh,Ông Thái Quốc Minh,Thành viên,
Bà Ngô Thu Hà,Bà Ngô Thu Hà,Bà Ngô Thu Hà,Thành viên (bố nhiệm ngày 11 tháng 4 năm 2023),
Ông Phạm Viết Dần,Ông Phạm Viết Dần,Ông Phạm Viết Dần,Thành viên (bố nhiệm ngày 11 tháng 4 năm 2023),
Ông Nguyễn Văn Lê,Ông Nguyễn Văn Lê,Ông Nguyễn Văn Lê,Thành viên (miễn nhiệm từ ngày 11 tháng 4 năm 2023),
Ông Đỗ Văn Sinh,Ông Đỗ Văn Sinh,Ông Đỗ Văn Sinh,Thành viên độc lập,
Ông Haroon Anwar Sheikh,Ông Haroon Anwar Sheikh,Ông Haroon Anwar Sheikh,Thành viên độc lập (bố nhiệm ngày 11 tháng 4 năm 2023),
