row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.961.411,2.270.232,1961411.0,2270232.0
Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% Vốn Nhà nước(Nhà nước chiếm cổ phần chi phối),9.769.747,10.452.617,9769747.0,10452617.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,122.560.195,106.179.850,122560195.0,106179850.0
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,213.370.697,168.419.246,213370697.0,168419246.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,27.646,26.855,27646.0,26855.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,4.361.404,4.263.578,4361404.0,4263578.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,14.620,21.536,14620.0,21536.0
Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,12.152,12.070,12152.0,12070.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",72.623.301,73.375.937,72623301.0,73375937.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,-,25.000,,25000.0
,,,424.701.173,365.046.921,424701173.0,365046921.0
