row_label_raw,row_label_full,col_0,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,5.925,148.403,141.550,12.778,5925.0,148403.0,141550.0,12778.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.702.813,1.838.540,2.405.242,1.136.111,1702813.0,1838540.0,2405242.0,1136111.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,49.660,461.250,486.781,24.129,49660.0,461250.0,486781.0,24129.0
,,,1.758.398,2.448.193,3.033.573,1.173.018,1758398.0,2448193.0,3033573.0,1173018.0
