row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Dự phòng nợ phải thu khó đòi,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Dự phòng nợ phải thu khó đòi,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Dự phòng nợ phải thu khó đòi,Tổng cộng,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,72.885,-,46.514,119.399,72885.0,,46514.0,119399.0
(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(25.573),3.000,17.135,(5.438),-25573.0,3000.0,17135.0,-5438.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,-,(32.438),(32.438),,,-32438.0,-32438.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,47.312,3.000,31.211,81.523,47312.0,3000.0,31211.0,81523.0
