row_label_raw,row_label_full,Các chênh lệch tạm thời,Các chênh lệch tạm thời_1,numeric__Các chênh lệch tạm thời_1
Lỗ chuyển sang các năm sau của các công ty con,Lỗ chuyển sang các năm sau của các công ty con,Lỗ chuyển sang các năm sau của các công ty con,337.071.854.388,337071854388.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,1.979.066.323,1979066323.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,339.050.920.711,339050920711.0
