row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 155.009.874.482,Số phải nộp trong năm > 432.154.866.121,Số đã nộp trong năm > (402.879.907.016),Tăng do mua công ty con > 6.335.378.402,Giảm do thanh lý công ty con > (1.231.415.982),VND Số cuối năm > 189.388.796.007,numeric__Số đầu năm > 155.009.874.482,numeric__Số phải nộp trong năm > 432.154.866.121,numeric__Số đã nộp trong năm > (402.879.907.016),numeric__Tăng do mua công ty con > 6.335.378.402,numeric__Giảm do thanh lý công ty con > (1.231.415.982),numeric__VND Số cuối năm > 189.388.796.007
Thuế TNDN,Thuế TNDN,Thuế TNDN,515.680.026.374,349.838.023.653,(419.403.779.590),16.370.047.276,(11.009.881.897),451.474.435.816,515680026374.0,349838023653.0,-419403779590.0,16370047276.0,-11009881897.0,451474435816.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,27.858.974.205,105.743.062.745,(100.878.696.030),5.662.142.582,(1.945.576.993),36.439.906.509,27858974205.0,105743062745.0,-100878696030.0,5662142582.0,-1945576993.0,36439906509.0
Khác,Khác,Khác,837.383.798,42.740.305.156,(38.694.643.301),39.860.905,(38.323.066),4.884.583.492,837383798.0,42740305156.0,-38694643301.0,39860905.0,-38323066.0,4884583492.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,699.386.258.859,930.476.257.675,(961.857.025.937),28.407.429.165,(14.225.197.938),682.187.721.824,699386258859.0,930476257675.0,-961857025937.0,28407429165.0,-14225197938.0,682187721824.0
