row_label_raw,row_label_full,Số đầu năm > Mua mới trong năm,496.516.210.000 > 500.000.000,numeric__496.516.210.000 > 500.000.000
Thanh lý,Thanh lý,Thanh lý,(496.516.210.000),-496516210000.0
Số cuối năm,Số cuối năm,Số cuối năm,500.000.000,500000000.0
