row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,26.890.280.785,2.388.513.759.975,,,26890280785.0,2388513759975.0
02,02,02,Khẩu hao và hao mòn,"14, 15, 16, 19",56.505.292.505,38.992.516.975,,,56505292505.0,38992516975.0
03,03,03,Dự phòng (hoàn nhập dự phòng),,82.759.554.054,(2.919.042.176),,,82759554054.0,-2919042176.0
05,05,05,Lỗ (lãi) từ hoạt động đầu tư,,467.009.704.630,(197.121.042.463),,,467009704630.0,-197121042463.0
06,06,06,Chi phí đi vay,30,330.369.747.263,209.031.029.465,,30.0,330369747263.0,209031029465.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,963.534.579.237,2.436.497.221.776,,,963534579237.0,2436497221776.0
09,09,09,Giảm (tăng) các khoản phải thu,,1.130.516.555.393,(2.354.916.092.232),,,1130516555393.0,-2354916092232.0
10,10,10,Tăng hàng tồn kho,,(3.223.169.530.342),(2.038.417.677.731),,,-3223169530342.0,-2038417677731.0
11,11,11,Tăng các khoản phải trả,,1.609.954.602.915,1.266.217.922.268,,,1609954602915.0,1266217922268.0
12,12,12,Tăng chi phí trả trước,,(484.027.138.433),(683.834.373.551),,,-484027138433.0,-683834373551.0
13,13,13,Giảm (tăng) chứng khoán kinh doanh,,,330.019.350.000,,,,330019350000.0
14,14,14,Tiền lãi vay đã trả,,(292.157.208.324),(193.411.384.271),,,-292157208324.0,-193411384271.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(419.403.779.590),(337.164.635.388),,,-419403779590.0,-337164635388.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(65.479.213.265),(70.762.470.063),,,-65479213265.0,-70762470063.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(780.231.132.409),(1.645.772.139.192),,,-780231132409.0,-1645772139192.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sắn cố định,,(89.134.609.232),(228.316.126.199),,,-89134609232.0,-228316126199.0
22,22,22,Tiền thu do thanh lý tài sắn cố định,,1.792.215.188,404.545.455,,,1792215188.0,404545455.0
23,23,23,"Tiền chi cho vay, gửi tiết kiệm",,(785.507.694.528),(941.843.300.300),,,-785507694528.0,-941843300300.0
24,24,24,Tiền thu hồi cho vay,,1.058.229.216.427,,,,1058229216427.0,
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.581.329.016.253),(681.408.463.538),,,-1581329016253.0,-681408463538.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,980.180.797.500,407.270.425.000,,,980180797500.0,407270425000.0
27,27,27,"Tiền thu lãi cho vay, tiền gửi",,81.676.995.854,30.962.918.887,,,81676995854.0,30962918887.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(334.092.095.044),(1.412.930.000.695),,,-334092095044.0,-1412930000695.0
