row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,
Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,Lĩnh vực kinh doanh và môi giới bất động sản,,,,
"(24) Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")","Lĩnh vực kinh doanh và môi giới bất động sản > (24) Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")","(24) Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"84,19","90,50",,,84.19,90.5
"(25) Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"")","Lĩnh vực kinh doanh và môi giới bất động sản > (25) Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"")","(25) Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,55.0,55.0
"(26) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")","Lĩnh vực kinh doanh và môi giới bất động sản > (26) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")","(26) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"63,5",51,,,63.5,51.0
"(27) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Lĩnh vực kinh doanh và môi giới bất động sản > (27) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","(27) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,65,51,,,65.0,51.0
"(28) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản > (28) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")","(28) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,70,51,,,70.0,51.0
"(29) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"")","Lĩnh vực kinh doanh và môi giới bất động sản > (29) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"")","(29) Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,51,,,61.0,51.0
"(30) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")","Lĩnh vực kinh doanh và môi giới bất động sản > (30) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")","(30) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(31) Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản > (31) Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")","(31) Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,71,51,,,71.0,51.0
"(32) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản > (32) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")","(32) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(33) Công ty Cổ phần Đô thị Thông minh Việt Nam (""Đất Xanh Đà Nẵng"")","Lĩnh vực kinh doanh và môi giới bất động sản > (33) Công ty Cổ phần Đô thị Thông minh Việt Nam (""Đất Xanh Đà Nẵng"")","(33) Công ty Cổ phần Đô thị Thông minh Việt Nam (""Đất Xanh Đà Nẵng"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"51,29",51,,,51.29,51.0
"(34) Công ty Cổ phần Bất động sản Đất Xanh Nam Miền Trung (""Đất Xanh Nam Miền Trung"")","Lĩnh vực kinh doanh và môi giới bất động sản > (34) Công ty Cổ phần Bất động sản Đất Xanh Nam Miền Trung (""Đất Xanh Nam Miền Trung"")","(34) Công ty Cổ phần Bất động sản Đất Xanh Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"51,86",51,,,51.86,51.0
"(35) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Duyên Hải (""Đất Xanh Duyên Hải"")","Lĩnh vực kinh doanh và môi giới bất động sản > (35) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Duyên Hải (""Đất Xanh Duyên Hải"")","(35) Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Duyên Hải (""Đất Xanh Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
