row_label_raw,row_label_full,Tổng tài sản,1.010.028.869.785,numeric__1.010.028.869.785
Nợ phải trả,Nợ phải trả,Nợ phải trả,503.868.473.003,503868473003.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,5.225.909.774,5225909774.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,15.076.864.557,15076864557.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,28.305.673.102,28305673102.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,6.008.574.356,6008574356.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,14.616.964.047,14616964047.0
Phải trả khác,Phải trả khác,Phải trả khác,431.022.196.202,431022196202.0
Vay,Vay,Vay,843.630.000,843630000.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",2.768.660.965,2768660965.0
