row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(36) Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (36) Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"")","(36) Công ty Cổ phần Đất Xanh Nam Bộ (""Đất Xanh Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,63,51,,,63.0,51.0
"(37) Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (37) Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"")","(37) Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,60.0,60.0
"(38) Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (38) Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"")","(38) Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,60.0,60.0
"(39) Công ty Cổ phần Phát triển Bất động sản Emerald (""Bất Xanh Emerald"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (39) Công ty Cổ phần Phát triển Bất động sản Emerald (""Bất Xanh Emerald"")","(39) Công ty Cổ phần Phát triển Bất động sản Emerald (""Bất Xanh Emerald"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(40) Công ty TNHH MTV Phát triển Đô thị (""Đất Xanh Quảng Ngãi"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (40) Công ty TNHH MTV Phát triển Đô thị (""Đất Xanh Quảng Ngãi"")","(40) Công ty TNHH MTV Phát triển Đô thị (""Đất Xanh Quảng Ngãi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(41) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (41) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"")","(41) Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,51,,,61.0,51.0
"(42) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (42) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","(42) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(43) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (43) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","(43) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(44) Công ty TNHH MTV Smart Property (""Smart Prop"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (44) Công ty TNHH MTV Smart Property (""Smart Prop"")","(44) Công ty TNHH MTV Smart Property (""Smart Prop"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,100.0,
"(45) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ (""DNB House"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (45) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ (""DNB House"")","(45) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ (""DNB House"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
"(46) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (46) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")","(46) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
"(47) Công ty TNHH Phát triển Đô thị Quảng Bình (""Đất Xanh Quảng Bình"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (47) Công ty TNHH Phát triển Đô thị Quảng Bình (""Đất Xanh Quảng Bình"")","(47) Công ty TNHH Phát triển Đô thị Quảng Bình (""Đất Xanh Quảng Bình"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,100.0,
