row_label_raw,row_label_full,Ông Nguyễn Trường Sơn,Thành viên HĐQT chuyển nhượng căn hộ,Tạm ứng,1.601.546.012,-,numeric__Thành viên HĐQT chuyển nhượng căn hộ,numeric__Tạm ứng,numeric__1.601.546.012,numeric__-
Đại Thịnh Phát,Đại Thịnh Phát,Đại Thịnh Phát,Bên liên quan trước đây,Tạm ứng hợp đồng xây dựng,-,106.950.149.960,,,,106950149960.0
,,,,,1.601.546.012,106.950.149.960,,,1601546012.0,106950149960.0
