row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Số cuối năm > Tỷ lệ lợi ích %,Số cuối năm > Giá trị ghi số VND,Số đầu năm > Tỷ lệ lợi ích %,Số đầu năm > Giá trị ghi số VND,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Tỷ lệ lợi ích %,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số đầu năm > Tỷ lệ lợi ích %,numeric__Số đầu năm > Giá trị ghi số VND
Công ty TNHH REIC,Công ty TNHH REIC,Công ty TNHH REIC,Kinh doanh BDS,40,500.000.000,-,-,,40.0,500000000.0,,
LDG,LDG,LDG,Kinh doanh BDS,-,-,"36,72",1.078.818.253.242,,,,36.72,1078818253242.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,500.000.000,,1.078.818.253.242,,,500000000.0,,1078818253242.0
