row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,
Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),,,,
"(10) Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (10) Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")","(10) Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")",Kinh doanh BĐS,Đang hoạt động,"99,99","99,99",,,99.99,99.99
"(11) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (11) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")","(11) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(12) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BĐS Tây Nam Bộ"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (12) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BĐS Tây Nam Bộ"")","(12) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BĐS Tây Nam Bộ"")",Kinh doanh BĐS,Đang hoạt động,"99,99","99,99",,,99.99,99.99
"(13) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (13) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")","(13) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")",Kinh doanh BĐS,Đang hoạt động,"99,87",-,,,99.87,
"(14) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (14) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","(14) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(15) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BĐS Đông Nam Bộ"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (15) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BĐS Đông Nam Bộ"")","(15) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BĐS Đông Nam Bộ"")",Kinh doanh BĐS,Đang hoạt động,"99,99",-,,,99.99,
"(16) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BĐS Miền Đông"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (16) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BĐS Miền Đông"")","(16) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BĐS Miền Đông"")",Kinh doanh BĐS,Đang hoạt động,"99,99",-,,,99.99,
"(17) Công ty Cổ phần Đầu tư Bất động sản Gia Long (""BĐS Gia Long"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (17) Công ty Cổ phần Đầu tư Bất động sản Gia Long (""BĐS Gia Long"")","(17) Công ty Cổ phần Đầu tư Bất động sản Gia Long (""BĐS Gia Long"")",Kinh doanh BĐS,Đang hoạt động,"99,99",-,,,99.99,
"(18) Công ty TNHH MTV Smart City (""Smart City"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (18) Công ty TNHH MTV Smart City (""Smart City"")","(18) Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(19) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (19) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","(19) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")",Kinh doanh BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(20) Công ty Cổ phần Bất Đông Sản Bắc Bộ (""BĐS Bắc Bộ"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (20) Công ty Cổ phần Bất Đông Sản Bắc Bộ (""BĐS Bắc Bộ"")","(20) Công ty Cổ phần Bất Đông Sản Bắc Bộ (""BĐS Bắc Bộ"")",Kinh doanh BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(21) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (21) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")","(21) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")",Kinh doanh BĐS,Đang hoạt động,"99,9",100,,,99.9,100.0
"(22) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (22) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","(22) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Kinh doanh BĐS,Đang hoạt động,75,-,,,75.0,
"(23) Công ty Cổ phần Địa ốc Indochine (""Indochine"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (23) Công ty Cổ phần Địa ốc Indochine (""Indochine"")","(23) Công ty Cổ phần Địa ốc Indochine (""Indochine"")",Kinh doanh BĐS,Đang hoạt động,"99,99",-,,,99.99,
