row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
(Lỗ) lợi nhuận sau thuế (VND),(Lỗ) lợi nhuận sau thuế (VND),(Lỗ) lợi nhuận sau thuế (VND),(495.745.392.224),1.216.514.755.922,-495745392224.0,1216514755922.0
"Trừ: Quỹ khen thưởng, phúc lợi (VND) (i)","Trừ: Quỹ khen thưởng, phúc lợi (VND) (i)","Trừ: Quỹ khen thưởng, phúc lợi (VND) (i)",-,(78.907.007.357),,-78907007357.0
(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (VND),(495.745.392.224),1.137.607.748.565,-495745392224.0,1137607748565.0
Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu chuyển đổi,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu chuyển đổi,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu chuyển đổi,12.996.295.890,7.970.104.110,12996295890.0,7970104110.0
(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,(Lỗ) lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,(482.749.096.334),1.145.577.852.675,-482749096334.0,1145577852675.0
Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),Số lượng cổ phiếu phổ thông lưu hành bình quân (ii),518.287.181,455.331.224,518287181.0,455331224.0
Ảnh hưởng suy giảm do Trái phiếu có thể chuyển đổi,Ảnh hưởng suy giảm do Trái phiếu có thể chuyển đổi,Ảnh hưởng suy giảm do Trái phiếu có thể chuyển đổi,10.459.114,10.459.114,10459114.0,10459114.0
Bình quân gia quyền của số cổ phiếu phổ thông đã điều chỉnh cho các yếu tố suy giảm.,Bình quân gia quyền của số cổ phiếu phổ thông đã điều chỉnh cho các yếu tố suy giảm.,Bình quân gia quyền của số cổ phiếu phổ thông đã điều chỉnh cho các yếu tố suy giảm.,528.746.295,465.790.338,528746295.0,465790338.0
(Lỗ) lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ) lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(Lỗ) lãi cơ bản trên cổ phiếu (VND/cổ phiếu),(957),2.498,-957.0,2498.0
(Lỗ) lãi suy giảm trên cổ phiếu (VND/cổ phiếu),(Lỗ) lãi suy giảm trên cổ phiếu (VND/cổ phiếu),(Lỗ) lãi suy giảm trên cổ phiếu (VND/cổ phiếu),(913),2.482,-913.0,2482.0
