row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tỉnh trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tỉnh trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tỉnh trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(48) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (48) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")","(48) Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,-,,,59.0,
"(49) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (49) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")","(49) Công ty Cổ phần BĐS Đất Xanh Plus (""Đất Xanh Plus"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,-,,,55.0,
"(50) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (50) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")","(50) Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"80,47",-,,,80.47,
"(51) Công ty TNHH Đầu tư Linkland (""Linkland"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (51) Công ty TNHH Đầu tư Linkland (""Linkland"")","(51) Công ty TNHH Đầu tư Linkland (""Linkland"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,100.0,
"(52) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (52) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")","(52) Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
"(53) Công ty Cổ phần Bất động sản Linkhouse Miền Trung (""Linkhouse Miền Trung"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (53) Công ty Cổ phần Bất động sản Linkhouse Miền Trung (""Linkhouse Miền Trung"")","(53) Công ty Cổ phần Bất động sản Linkhouse Miền Trung (""Linkhouse Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
"(54) Công ty Cổ phần Bất động sản Linkhouse Tây Nam (""Linkhouse Tây Nam"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (54) Công ty Cổ phần Bất động sản Linkhouse Tây Nam (""Linkhouse Tây Nam"")","(54) Công ty Cổ phần Bất động sản Linkhouse Tây Nam (""Linkhouse Tây Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
"(55) Công ty Cổ phần Bất động sản Linkhouse Nghĩa Kỳ (""Linkhouse Nghĩa Kỳ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (55) Công ty Cổ phần Bất động sản Linkhouse Nghĩa Kỳ (""Linkhouse Nghĩa Kỳ"")","(55) Công ty Cổ phần Bất động sản Linkhouse Nghĩa Kỳ (""Linkhouse Nghĩa Kỳ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,100.0,
"(56) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (56) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","(56) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"99,99",-,,,99.99,
