row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm,numeric__Số cuối năm,numeric__VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,13.492.497.656,5.819.559.290,13492497656.0,5819559290.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,562.618.553.038,349.853.040.436,562618553038.0,349853040436.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),1.203.519.873.809,437.620.000.000,1203519873809.0,437620000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.779.630.924.503,793.292.599.726,1779630924503.0,793292599726.0
