row_label_raw,row_label_full,col_0,Vốn cổ phần Nghìn VND,Thặng dư vốn cổ phần Nghìn VND,Lợi nhuận chưa phân phối Nghìn VND,Tổng cộng Nghìn VND,numeric__Vốn cổ phần Nghìn VND,numeric__Thặng dư vốn cổ phần Nghìn VND,numeric__Lợi nhuận chưa phân phối Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,7.194.473.280,1.944.327.324,304.991.903,9.443.792.507,7194473280.0,1944327324.0,304991903.0,9443792507.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,1.757.699,1.757.699,,,1757699.0,1757699.0
Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,1.798.617.940,(1.798.617.940),-,-,1798617940.0,-1798617940.0,,
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,8.993.091.220,145.709.384,306.749.602,9.445.550.206,8993091220.0,145709384.0,306749602.0,9445550206.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,651.943.512,651.943.512,,,651943512.0,651943512.0
Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,Phát hành cổ phiếu thường,899.307.560,-,(899.307.560),-,899307560.0,,-899307560.0,
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,9.892.398.780,145.709.384,59.385.554,10.097.493.718,9892398780.0,145709384.0,59385554.0,10097493718.0
