row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Bảo hiểm hỗn hợp,Bảo hiểm nhân thọ > Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,4.731.994.906.682,3.927.370.710.224,4731994906682.0,3927370710224.0
Bảo hiểm liên kết chung,Bảo hiểm nhân thọ > Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,7.968.492.450.834,5.681.413.063.432,7968492450834.0,5681413063432.0
Bảo hiểm từ kỳ,Bảo hiểm nhân thọ > Bảo hiểm từ kỳ,Bảo hiểm từ kỳ,13.297.422.754,15.100.522.779,13297422754.0,15100522779.0
Bảo hiểm trọn đời,Bảo hiểm nhân thọ > Bảo hiểm trọn đời,Bảo hiểm trọn đời,3.911.443.400,4.607.865.400,3911443400.0,4607865400.0
Niền kim nhân thọ,Bảo hiểm nhân thọ > Niền kim nhân thọ,Niền kim nhân thọ,226.107.760.600,139.395.019.000,226107760600.0,139395019000.0
Điều khoản riêng,Bảo hiểm nhân thọ > Điều khoản riêng,Điều khoản riêng,450.203.802.685,346.937.441.411,450203802685.0,346937441411.0
Bảo hiểm hưu trí tự nguyện,Bảo hiểm nhân thọ > Bảo hiểm hưu trí tự nguyện,Bảo hiểm hưu trí tự nguyện,62.421.067.101,-,62421067101.0,
Tổng doanh thu bảo hiểm nhân thọ,Bảo hiểm nhân thọ > Tổng doanh thu bảo hiểm nhân thọ,Tổng doanh thu bảo hiểm nhân thọ,13.456.428.854.056,10.114.824.622.246,13456428854056.0,10114824622246.0
Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,,
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm phí nhân thọ > Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,368.946.927.145,357.925.637.133,368946927145.0,357925637133.0
Bảo hiểm Tàu thủy,Bảo hiểm phí nhân thọ > Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,498.752.750.032,458.703.172.908,498752750032.0,458703172908.0
Bảo hiểm Dầu khí,Bảo hiểm phí nhân thọ > Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,186.159.742,-,186159742.0,
Bảo hiểm Hàng không,Bảo hiểm phí nhân thọ > Bảo hiểm Hàng không,Bảo hiểm Hàng không,121.524.256.995,94.750.109.832,121524256995.0,94750109832.0
Bảo hiểm Kỹ thuật,Bảo hiểm phí nhân thọ > Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,274.619.597.613,214.345.070.129,274619597613.0,214345070129.0
Bảo hiểm Hòa hạn và các rủi ro đặc biệt,Bảo hiểm phí nhân thọ > Bảo hiểm Hòa hạn và các rủi ro đặc biệt,Bảo hiểm Hòa hạn và các rủi ro đặc biệt,610.220.447.458,549.151.457.675,610220447458.0,549151457675.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm phí nhân thọ > Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,118.920.962.907,93.805.046.120,118920962907.0,93805046120.0
Bảo hiểm Xe cơ giới,Bảo hiểm phí nhân thọ > Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,2.221.533.598.351,1.889.004.341.595,2221533598351.0,1889004341595.0
Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,Bảo hiểm phí nhân thọ > Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,2.335.791.585.627,2.163.761.092.118,2335791585627.0,2163761092118.0
Bảo hiểm Nông nghiệp,Bảo hiểm phí nhân thọ > Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,11.661.426.228,7.191.278.606,11661426228.0,7191278606.0
Tổng doanh thu bảo hiểm phi nhân thọ,Bảo hiểm phí nhân thọ > Tổng doanh thu bảo hiểm phi nhân thọ,Tổng doanh thu bảo hiểm phi nhân thọ,6.562.157.712.098,5.828.637.206.116,6562157712098.0,5828637206116.0
Tổng doanh thu bảo hiểm,Bảo hiểm phí nhân thọ > Tổng doanh thu bảo hiểm,Tổng doanh thu bảo hiểm,20.018.586.566.154,15.943.461.828.362,20018586566154.0,15943461828362.0
