row_label_raw,row_label_full,col_0,Thay đổi biến %,Thay đổi nghĩa vụ được bảo hiểm (triệu VND),Ánh hưởng đến nguồn vốn chủ sở hữu (triệu VND),numeric__Thay đổi biến %,numeric__Thay đổi nghĩa vụ được bảo hiểm (triệu VND),numeric__Ánh hưởng đến nguồn vốn chủ sở hữu (triệu VND)
Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,,,
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2016 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"+0,25",(216.433),173.146,0.25,-216433.0,173146.0
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2016 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"-0,25",312.899,(250.319),-0.25,312899.0,-250319.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,+10,38.503,(30.802),10.0,38503.0,-30802.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,-10,(23.872),19.098,-10.0,-23872.0,19098.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,+20,88.775,(71.020),20.0,88775.0,-71020.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,-20,(30.605),24.484,-20.0,-30605.0,24484.0
Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,,,
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2015 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"+0,25",(193.710),149.583,0.25,-193710.0,149583.0
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2015 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"-0,25",258.301,(199.460),-0.25,258301.0,-199460.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2015 > Tỷ lệ tử vong,Tỷ lệ tử vong,+10,12.414,(9.586),10.0,12414.0,-9586.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2015 > Tỷ lệ tử vong,Tỷ lệ tử vong,-10,(5.480),4.232,-10.0,-5480.0,4232.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2015 > Tỷ lệ tử vong,Tỷ lệ tử vong,+20,32.862,(25.376),20.0,32862.0,-25376.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2015 > Tỷ lệ tử vong,Tỷ lệ tử vong,-20,(3.095),2.390,-20.0,-3095.0,2390.0
