row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,416.191.425.721,313.452.163.997,416191425721.0,313452163997.0
Phải trả bồi thường và trả tiền bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả bồi thường và trả tiền bảo hiểm,Phải trả bồi thường và trả tiền bảo hiểm,75.796.803.425,61.646.386.035,75796803425.0,61646386035.0
Phải trả thu nhập đại lý,Phải trả hoạt động bảo hiểm > Phải trả thu nhập đại lý,Phải trả thu nhập đại lý,326.335.502.096,241.688.782.662,326335502096.0,241688782662.0
Lãi phải trả cho chủ hợp đồng,Phải trả hoạt động bảo hiểm > Lãi phải trả cho chủ hợp đồng,Lãi phải trả cho chủ hợp đồng,14.059.120.200,10.116.995.300,14059120200.0,10116995300.0
Bảo hiểm phí nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,967.377.134.193,676.004.652.392,967377134193.0,676004652392.0
Phải trả hoa hồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả hoa hồng bảo hiểm,Phải trả hoa hồng bảo hiểm,80.664.106.396,60.951.276.364,80664106396.0,60951276364.0
Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm gốc phi nhân thọ,183.341.088.989,129.446.020.353,183341088989.0,129446020353.0
Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả nhận tái bảo hiểm phi nhân thọ,124.091.582.519,95.754.374.912,124091582519.0,95754374912.0
Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả nhượng tái bảo hiểm phi nhân thọ,462.087.073.366,287.310.432.628,462087073366.0,287310432628.0
Phải trả đồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả đồng bảo hiểm,Phải trả đồng bảo hiểm,117.193.282.923,102.542.548.135,117193282923.0,102542548135.0
,,,1.383.568.559.914,989.456.816.389,1383568559914.0,989456816389.0
Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,,
Phải trả mua chứng khoán,Phải trả hoạt động tài chính > Phải trả mua chứng khoán,Phải trả mua chứng khoán,66.003.088.161,-,66003088161.0,
,,,66.003.088.161,-,66003088161.0,
Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,,
Phải trả nhà cung cấp,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả nhà cung cấp,Phải trả nhà cung cấp,127.111.523.245,106.614.931.102,127111523245.0,106614931102.0
Phải trả khác,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả khác,Phải trả khác,252.613.393,16.559.367.895,252613393.0,16559367895.0
,,,127.364.136.638,123.174.298.997,127364136638.0,123174298997.0
,,,1.576.935.784.713,1.112.631.115.386,1576935784713.0,1112631115386.0
