row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,38.537.850.655,22.836.149.736,38537850655.0,22836149736.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,16.853.920.775,28.380.469.988,16853920775.0,28380469988.0
Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,3.405.041.030,9.777.898.494,3405041030.0,9777898494.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,5.092.600.971,6.374.718.966,5092600971.0,6374718966.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,29.237.540.365,38.810.324.686,29237540365.0,38810324686.0
Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,132.640.477.635,167.227.208.343,132640477635.0,167227208343.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,29.019.738.227,52.442.835.698,29019738227.0,52442835698.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,527.647.015,333.254.824,527647015.0,333254824.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,19.422.481.100,9.948.218.737,19422481100.0,9948218737.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,26.054.032.176,2.863.027.374,26054032176.0,2863027374.0
,,,300.791.329.949,338.994.106.846,300791329949.0,338994106846.0
