row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Chi trả đáo hạn,Bảo hiểm nhân thọ > Chi trả đáo hạn,Chi trả đáo hạn,1.524.126.854.173,1.305.989.608.472,1524126854173.0,1305989608472.0
Chi giá trị hoàn lại,Bảo hiểm nhân thọ > Chi giá trị hoàn lại,Chi giá trị hoàn lại,393.971.556.000,346.170.249.050,393971556000.0,346170249050.0
Chi bồi thường,Bảo hiểm nhân thọ > Chi bồi thường,Chi bồi thường,1.825.773.484.576,1.404.080.263.638,1825773484576.0,1404080263638.0
,,,3.743.871.894.749,3.056.240.121.160,3743871894749.0,3056240121160.0
Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,,
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm phí nhân thọ > Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,103.057.374.693,152.293.852.668,103057374693.0,152293852668.0
Bảo hiểm Tàu thủy,Bảo hiểm phí nhân thọ > Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,221.344.394.569,262.619.191.492,221344394569.0,262619191492.0
Bảo hiểm Dầu khí,Bảo hiểm phí nhân thọ > Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,6.655.347,-,6655347.0,
Bảo hiểm Hàng không,Bảo hiểm phí nhân thọ > Bảo hiểm Hàng không,Bảo hiểm Hàng không,86.719.113.982,34.475.536.662,86719113982.0,34475536662.0
Bảo hiểm Kỹ thuật,Bảo hiểm phí nhân thọ > Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,61.639.147.673,41.502.997.969,61639147673.0,41502997969.0
Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm phí nhân thọ > Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,139.718.458.385,189.128.785.618,139718458385.0,189128785618.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm phí nhân thọ > Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,11.998.478.213,4.803.093.757,11998478213.0,4803093757.0
Bảo hiểm Xe cơ giới,Bảo hiểm phí nhân thọ > Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,1.133.585.132.449,953.229.400.453,1133585132449.0,953229400453.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm phí nhân thọ > Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,1.229.347.738.015,1.212.948.166.447,1229347738015.0,1212948166447.0
Bảo hiểm Nông nghiệp,Bảo hiểm phí nhân thọ > Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,1.931.217.000,940.145.743,1931217000.0,940145743.0
,,,2.989.347.710.326,2.851.941.170.809,2989347710326.0,2851941170809.0
,,,6.733.219.605.075,5.908.181.291.969,6733219605075.0,5908181291969.0
