row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,32.209.177.649,4.161.624.440,32209177649.0,4161624440.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,6.936.806.154,24.677.241.583,6936806154.0,24677241583.0
Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,4.958.796.678,3.018.594.373,4958796678.0,3018594373.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,1.355.644.038,1.710.206.042,1355644038.0,1710206042.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,14.038.802.358,21.715.028.957,14038802358.0,21715028957.0
Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,Bảo hiểm Hòa hoàn và các rủi ro đặc biệt,63.254.857.916,95.773.674.702,63254857916.0,95773674702.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,16.977.772.490,16.758.958.472,16977772490.0,16758958472.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,87.336.341,27.756.444,87336341.0,27756444.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,16.486.333.746,7.780.011.216,16486333746.0,7780011216.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,15.094.931.063,37.898.630,15094931063.0,37898630.0
,,,171.400.458.433,175.660.994.859,171400458433.0,175660994859.0
