row_label_raw,row_label_full,col_0,Bảo hiểm nhân thọ VND,Bảo hiểm phi nhân thọ VND,Tổng cộng VND,numeric__Bảo hiểm nhân thọ VND,numeric__Bảo hiểm phi nhân thọ VND,numeric__Tổng cộng VND
Số đầu năm,Số đầu năm,Số đầu năm,-,95.318.882.134,95.318.882.134,,95318882134.0,95318882134.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,1.231.289.401,243.824.328.630,245.055.618.031,1231289401.0,243824328630.0,245055618031.0
Phân bổ vào doanh thu trong năm,Phân bổ vào doanh thu trong năm,Phân bổ vào doanh thu trong năm,(1.231.289.401),(223.746.464.362),(224.977.753.763),-1231289401.0,-223746464362.0,-224977753763.0
Số cuối năm,Số cuối năm,Số cuối năm,-,115.396.746.402,115.396.746.402,,115396746402.0,115396746402.0
