row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Năm nay VND,Năm trước VND,numeric__Giao dịch,numeric__Năm nay VND,numeric__Năm trước VND
Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,,,
Bộ Tài chính,Cổ đông sáng lập > Bộ Tài chính,Bộ Tài chính,Cổ tức đã trả,(386.007.840.000),(482.509.800.000),,-386007840000.0,-482509800000.0
SCIC,Cổ đông sáng lập > SCIC,SCIC,Cổ tức đã trả,(17.723.520.000),(22.154.400.000),,-17723520000.0,-22154400000.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Cổ tức đã trả,(98.007.272.800),(122.509.091.000),,-98007272800.0,-122509091000.0
Sumitomo Life,Sumitomo Life,Sumitomo Life,Chi phí dự án Hỗ trợ và Chuyển giao Năng lực,,,,,
Sumitomo Life,Sumitomo Life > Sumitomo Life,Sumitomo Life,Kỹ thuật,16.558.893.049,16.358.471.805,,16558893049.0,16358471805.0
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Tokio,"Công ty liên doanh, liên kết > Bảo Việt Tokio",Bảo Việt Tokio,Cổ tức nhận được,38.468.578.432,25.853.851.312,,38468578432.0,25853851312.0
Marine,"Công ty liên doanh, liên kết > Marine",Marine,Thoái vốn,(6.000.000.000),-,,-6000000000.0,
Marine,"Công ty liên doanh, liên kết > Marine",Marine,Doanh thu hoạt động bảo hiểm,46.533.906.735,67.137.275.617,,46533906735.0,67137275617.0
Marine,"Công ty liên doanh, liên kết > Marine",Marine,Chi phí hoạt động bảo hiểm,(25.638.466.101),(51.443.189.072),,-25638466101.0,-51443189072.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Cổ tức nhận được,31.200.000.000,31.200.000.000,,31200000000.0,31200000000.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu lãi tiền gửi,220.015.888.991,217.580.460.982,,220015888991.0,217580460982.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu lãi trái phiếu,110.691.938.769,4.230.339.097,,110691938769.0,4230339097.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Chi phí repo và lãi vay,(58.188.652.257),(49.509.264.785),,-58188652257.0,-49509264785.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,"Doanh thu cho thuê trụ sở làm việc, phí giữ xe Doanh thu cung cấp dịch vụ CNTT",13.184.172.526,12.817.598.525,,13184172526.0,12817598525.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,"Doanh thu cho thuê trụ sở làm việc, phí giữ xe Doanh thu cung cấp dịch vụ CNTT",2.909.191.327,1.860.928.091,,2909191327.0,1860928091.0
VIGEBA,"Công ty liên doanh, liên kết > VIGEBA",VIGEBA,Doanh thu xây lắp,2.031.811.818,20.184.096.528,,2031811818.0,20184096528.0
VIGEBA,"Công ty liên doanh, liên kết > VIGEBA",VIGEBA,Cổ tức tạm ứng nhận được,-,8.100.000.000,,,8100000000.0
Bảo Việt Resort,"Công ty liên doanh, liên kết > Bảo Việt Resort",Bảo Việt Resort,Tăng vốn,3.500.000.000,-,,3500000000.0,
Du lịch Lâm Đồng,"Công ty liên doanh, liên kết > Du lịch Lâm Đồng",Du lịch Lâm Đồng,Góp vốn,203.315.728.000,-,,203315728000.0,
