row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị thuần,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị thuần,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị thuần,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị thuần
Dự án Tháp Tài chính quốc tế (IFT),Dự án Tháp Tài chính quốc tế (IFT),Dự án Tháp Tài chính quốc tế (IFT),118.937.361.456,-,118.937.361.456,118.937.361.456,-,118.937.361.456,118937361456.0,,118937361456.0,118937361456.0,,118937361456.0
Công ty Cổ phần Nhiệt điện Hải Phòng,Công ty Cổ phần Nhiệt điện Hải Phòng,Công ty Cổ phần Nhiệt điện Hải Phòng,125.000.000.000,-,125.000.000.000,125.000.000.000,(8.231.250.517),116.768.749.483,125000000000.0,,125000000000.0,125000000000.0,-8231250517.0,116768749483.0
Công ty Cổ phần Thủy điện Bắc Hà,Công ty Cổ phần Thủy điện Bắc Hà,Công ty Cổ phần Thủy điện Bắc Hà,75.000.000.000,(30.000.000.000),45.000.000.000,75.000.000.000,(37.452.000.000),37.548.000.000,75000000000.0,-30000000000.0,45000000000.0,75000000000.0,-37452000000.0,37548000000.0
Khác,Khác,Khác,80.595.789.067,(4.249.995.785),76.345.793.282,77.757.046.967,(8.556.724.176),69.200.322.791,80595789067.0,-4249995785.0,76345793282.0,77757046967.0,-8556724176.0,69200322791.0
,,,399.533.150.523,(34.249.995.785),365.283.154.738,396.694.408.423,(54.239.974.693),342.454.433.730,399533150523.0,-34249995785.0,365283154738.0,396694408423.0,-54239974693.0,342454433730.0
