row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2016,Quá hạn > Ngày 31 tháng 12 năm 2016,Không ký hạn xác định > Ngày 31 tháng 12 năm 2016,Đến 01 năm > Ngày 31 tháng 12 năm 2016,Từ 01 - 05 năm > Ngày 31 tháng 12 năm 2016,Trên 5 năm > Ngày 31 tháng 12 năm 2016,Tổng cộng > Ngày 31 tháng 12 năm 2016,numeric__Quá hạn > Ngày 31 tháng 12 năm 2016,numeric__Không ký hạn xác định > Ngày 31 tháng 12 năm 2016,numeric__Đến 01 năm > Ngày 31 tháng 12 năm 2016,numeric__Từ 01 - 05 năm > Ngày 31 tháng 12 năm 2016,numeric__Trên 5 năm > Ngày 31 tháng 12 năm 2016,numeric__Tổng cộng > Ngày 31 tháng 12 năm 2016
NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,NỘ TÀI CHÍNH,,,,,,
Nghĩa vụ nợ theo hợp đồng bảo hiểm,NỘ TÀI CHÍNH > Nghĩa vụ nợ theo hợp đồng bảo hiểm,Nghĩa vụ nợ theo hợp đồng bảo hiểm,7.351,-,(3.683.697),(9.933.783),89.357.590,75.747.461,7351.0,,-3683697.0,-9933783.0,89357590.0,75747461.0
Phải trả hoạt động bảo hiểm góc,NỘ TÀI CHÍNH > Phải trả hoạt động bảo hiểm góc,Phải trả hoạt động bảo hiểm góc,-,-,797.390,-,-,797.390,,,797390.0,,,797390.0
Phải trả tái bảo hiểm,NỘ TÀI CHÍNH > Phải trả tái bảo hiểm,Phải trả tái bảo hiểm,-,-,586.179,-,-,586.179,,,586179.0,,,586179.0
Các nghĩa vụ nợ tài chính khác,NỘ TÀI CHÍNH > Các nghĩa vụ nợ tài chính khác,Các nghĩa vụ nợ tài chính khác,-,-,13.433.631,-,-,13.433.631,,,13433631.0,,,13433631.0
Nhân ký quỹ,NỘ TÀI CHÍNH > Nhân ký quỹ,Nhân ký quỹ,-,-,99.815,-,-,99.815,,,99815.0,,,99815.0
Khác,NỘ TÀI CHÍNH > Khác,Khác,-,-,13.333.816,-,-,13.333.816,,,13333816.0,,,13333816.0
TỔNG CỘNG,NỘ TÀI CHÍNH > TỔNG CỘNG,TỔNG CỘNG,7.351,-,11.133.503,(9.933.783),89.357.590,90.564.661,7351.0,,11133503.0,-9933783.0,89357590.0,90564661.0
