row_label_raw,row_label_full,col_0,Bảo hiểm nhân thọ VND,Bảo hiểm phi nhân thọ VND,Tổng cộng VND,numeric__Bảo hiểm nhân thọ VND,numeric__Bảo hiểm phi nhân thọ VND,numeric__Tổng cộng VND
Số đầu năm,Số đầu năm,Số đầu năm,-,307.028.258.405,307.028.258.405,,307028258405.0,307028258405.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,1.285.693.194.040,797.360.607.667,2.083.053.801.707,1285693194040.0,797360607667.0,2083053801707.0
Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,(1.285.693.194.040),(676.383.853.971),(1.962.077.048.011),-1285693194040.0,-676383853971.0,-1962077048011.0
Số cuối năm,Số cuối năm,Số cuối năm,-,428.005.012.101,428.005.012.101,,428005012101.0,428005012101.0
