row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm,,
Phải thu hoạt động bảo hiểm góc,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động bảo hiểm góc,Phải thu hoạt động bảo hiểm góc,652.562.888.699,539.289.157.556,652562888699.0,539289157556.0
Phải thu hoạt động nhận tái bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động nhận tái bảo hiểm,Phải thu hoạt động nhận tái bảo hiểm,167.378.442.194,154.468.899.993,167378442194.0,154468899993.0
Phải thu hoạt động nhượng tái bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu hoạt động nhượng tái bảo hiểm,Phải thu hoạt động nhượng tái bảo hiểm,276.407.329.094,157.675.348.747,276407329094.0,157675348747.0
Phải thu khác hoạt động bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu khác hoạt động bảo hiểm,Phải thu khác hoạt động bảo hiểm,96.368.621.984,37.621.137.522,96368621984.0,37621137522.0
Phải thu liên quan đến đồng bảo hiểm,Phải thu về hoạt động bảo hiểm > Phải thu liên quan đến đồng bảo hiểm,Phải thu liên quan đến đồng bảo hiểm,120.724.064.310,107.050.401.413,120724064310.0,107050401413.0
,,,1.313.441.346.281,996.104.945.231,1313441346281.0,996104945231.0
Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,Phải thu về hoạt động đầu tư tài chính,,
Phải thu cổ tức,Phải thu về hoạt động đầu tư tài chính > Phải thu cổ tức,Phải thu cổ tức,5.896.184.850,2.750.169.900,5896184850.0,2750169900.0
Lãi tiền gửi ngân hàng,Phải thu về hoạt động đầu tư tài chính > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,434.468.777.324,416.800.368.514,434468777324.0,416800368514.0
Phải thu lãi trái phiếu,Phải thu về hoạt động đầu tư tài chính > Phải thu lãi trái phiếu,Phải thu lãi trái phiếu,1.468.962.558.797,1.111.935.723.745,1468962558797.0,1111935723745.0
Lãi phải thu liên quan đến tạm ứng từ giá trị hoàn lại,Phải thu về hoạt động đầu tư tài chính > Lãi phải thu liên quan đến tạm ứng từ giá trị hoàn lại,Lãi phải thu liên quan đến tạm ứng từ giá trị hoàn lại,239.040.150.470,245.820.116.680,239040150470.0,245820116680.0
Phải thu đầu tư khác,Phải thu về hoạt động đầu tư tài chính > Phải thu đầu tư khác,Phải thu đầu tư khác,4.637.813.851,1.948.340.618,4637813851.0,1948340618.0
,,,2.153.005.485.292,1.779.254.719.457,2153005485292.0,1779254719457.0
Trà trước cho người bán ngắn hạn (*),Phải thu về hoạt động đầu tư tài chính > Trà trước cho người bán ngắn hạn (*),Trà trước cho người bán ngắn hạn (*),220.390.172.983,23.739.842.786,220390172983.0,23739842786.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,
Phải thu từ hoạt động margin và ứng trước Cho vay ủy thác,Phải thu về cho vay ngắn hạn > Phải thu từ hoạt động margin và ứng trước Cho vay ủy thác,Phải thu từ hoạt động margin và ứng trước Cho vay ủy thác,872.514.633.959,753.468.593.441,872514633959.0,753468593441.0
