row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,Số cuối nămVND > 20%,Số đầu nămVND > 20%,numeric__Số cuối nămVND > 20%,numeric__Số đầu nămVND > 20%
Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,264.432.754.715,164.545.874.374,264432754715.0,164545874374.0
- Hoa hồng phải trả trên phí bảo hiểm phải thu,- Hoa hồng phải trả trên phí bảo hiểm phải thu,- Hoa hồng phải trả trên phí bảo hiểm phải thu,38.739.808.086,28.519.589.770,38739808086.0,28519589770.0
- Hoàn nhập chi phí dự phòng thu hồi các khoản hoa hồng,- Hoàn nhập chi phí dự phòng thu hồi các khoản hoa hồng,- Hoàn nhập chi phí dự phòng thu hồi các khoản hoa hồng,32.112.570.787,32.112.570.785,32112570787.0,32112570785.0
- Dự phòng trái phiếu Vinashin trích trước,- Dự phòng trái phiếu Vinashin trích trước,- Dự phòng trái phiếu Vinashin trích trước,189.900.926.604,94.950.463.302,189900926604.0,94950463302.0
- Dự phòng cho cổ phiếu,- Dự phòng cho cổ phiếu,- Dự phòng cho cổ phiếu,-,8.231.250.517,,8231250517.0
- Lỗ chênh lệch tỷ giá cuối kỳ,- Lỗ chênh lệch tỷ giá cuối kỳ,- Lỗ chênh lệch tỷ giá cuối kỳ,3.480.659.238,-,3480659238.0,
- Khác,- Khác,- Khác,198.790.000,732.000.000,198790000.0,732000000.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,52.886.550.943,32.909.174.875,52886550943.0,32909174875.0
