row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Số đầu năm(số liệu đã trình bày),Phân loại lại,Số đầu năm(phân loại lại),numeric__CHÍ TIÊU,numeric__Số đầu năm(số liệu đã trình bày),numeric__Phân loại lại,numeric__Số đầu năm(phân loại lại)
100,100,100,Tài sản ngắn hạn,22.163.065.317.844,787.817.544.071,22.950.882.861.915,,22163065317844.0,787817544071.0,22950882861915.0
120,120,120,Đầu tư tài chính ngắn hạn,14.882.101.197.172,802.965.384.557,15.685.066.581.729,,14882101197172.0,802965384557.0,15685066581729.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,13.539.397.639.422,802.965.384.557,14.342.363.023.979,,13539397639422.0,802965384557.0,14342363023979.0
130,130,130,Các khoản phải thu ngắn hạn,3.500.291.385.982,29.864.312.064,3.530.155.698.046,,3500291385982.0,29864312064.0,3530155698046.0
136,136,136,Phải thu ngắn hạn khác,268.834.491.340,29.864.312.064,298.698.803.404,,268834491340.0,29864312064.0,298698803404.0
150,150,150,Tài sản ngắn hạn khác,414.130.578.088,(45.012.152.550),369.118.425.538,,414130578088.0,-45012152550.0,369118425538.0
151,151,151,Chỉ phí trả trước ngắn hạn,352.618.039.974,(15.147.840.486),337.470.199.488,,352618039974.0,-15147840486.0,337470199488.0
151.2,151.2,151.2,Chỉ phí trả trước ngắn hạn khác,45.589.781.569,(15.147.840.486),30.441.941.083,,45589781569.0,-15147840486.0,30441941083.0
155,155,155,Tài sản ngắn hạn khác,59.174.009.208,(29.864.312.064),29.309.697.144,,59174009208.0,-29864312064.0,29309697144.0
200,200,200,Tài sản dài hạn,36.389.499.190.933,(787.817.544.071),35.601.681.646.862,,36389499190933.0,-787817544071.0,35601681646862.0
210,210,210,Các khoản phải thu dài hạn,40.044.256.836,183.299.919.866,223.344.176.702,,40044256836.0,183299919866.0,223344176702.0
