row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,19.878.856.297.778,16.195.095.087.597,,,19878856297778.0,16195095087597.0
02,02,02,Phí bảo hiểm gốc,25.1,20.018.586.566.154,15.943.461.828.362,,251.0,20018586566154.0,15943461828362.0
03,03,03,Phí nhận tải bảo hiểm,25.2,300.791.329.949,338.994.106.846,,252.0,300791329949.0,338994106846.0
04,04,04,Tăng dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tải bảo hiểm,,(440.521.598.325),(87.360.847.611),,,-440521598325.0,-87360847611.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(1.200.056.139.706),(1.110.122.686.264),,,-1200056139706.0,-1110122686264.0
06,06,06,Tổng phí nhượng tái bảo hiểm,26,(1.392.998.505.520),(1.075.681.917.652),,26.0,-1392998505520.0,-1075681917652.0
07,07,07,Tăng/(giảm) dự phòng phí nhượng tái bảo hiểm,,192.942.365.814,(34.440.768.612),,,192942365814.0,-34440768612.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01+ 05),,18.678.800.158.072,15.084.972.401.333,,,18678800158072.0,15084972401333.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm (09 = 10 + 11),,330.668.187.439,230.334.708.024,,,330668187439.0,230334708024.0
10,10,10,Thu hoa hồng nhượng tái bảo hiểm,,224.977.753.763,188.040.634.200,,,224977753763.0,188040634200.0
11,11,11,Thu nhập khác hoạt động kinh doanh bảo hiểm,,,,,,,
,,,(11 = 12 + 13 + 14),,105.690.433.676,42.294.073.824,,,105690433676.0,42294073824.0
12,11 > 12,12,Thu khác nhận tải bảo hiểm,,687.797.942,16.663.303.127,,,687797942.0,16663303127.0
13,11 > 13,13,Thu khác nhượng tái bảo hiểm,,77.046.090.738,460.048.248,,,77046090738.0,460048248.0
14,11 > 14,14,Thu hoạt động khác,,27.956.544.996,25.170.722.449,,,27956544996.0,25170722449.0
15,11 > 15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,19.009.468.345.511,15.315.307.109.357,,,19009468345511.0,15315307109357.0
16,11 > 16,16,Chi bồi thường bảo hiểm gốc và chi trả đáo hạn,27.1,(6.733.219.605.075),(5.908.181.291.969),,271.0,-6733219605075.0,-5908181291969.0
17,11 > 17,17,Chi bồi thường nhận tải bảo hiểm,27.2,(171.400.458.433),(175.660.994.859),,272.0,-171400458433.0,-175660994859.0
18,11 > 18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,8.828.324.736,32.020.103.108,,,8828324736.0,32020103108.0
19,11 > 19,19,Thu đổi người thử ba,,6.690.882.282,29.159.452.809,,,6690882282.0,29159452809.0
20,11 > 20,20,Thu xử lý hàng bồi thường 100%,,2.137.442.454,2.860.650.299,,,2137442454.0,2860650299.0
21,11 > 21,21,Thu bồi thường nhượng tái bảo hiểm,27.3,521.456.218.523,412.871.394.428,,273.0,521456218523.0,412871394428.0
22,11 > 22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25),,(7.851.781.260.180),(5.778.529.022.910),,,-7851781260180.0,-5778529022910.0
23,11 > 23,23,Tăng dự phòng toán học,,(7.817.786.340.296),(5.710.492.449.975),,,-7817786340296.0,-5710492449975.0
24,11 > 24,24,Tăng dự phòng chia lãi,,(27.657.369.626),(59.861.551.929),,,-27657369626.0,-59861551929.0
25,11 > 25,25,Tăng dự phòng đảm bảo cân đối,,(6.337.550.258),(8.175.021.006),,,-6337550258.0,-8175021006.0
26,11 > 26,26,(Tăng)/giảm dự phòng bồi thường bảo hiểm gốc và nhận tải bảo hiểm,,(250.040.285.223),115.328.143.112,,,-250040285223.0,115328143112.0
27,11 > 27,27,Tăng/(giảm) dự phòng bồi thường nhượng tải bảo hiểm,,116.505.901.459,(131.411.244.341),,,116505901459.0,-131411244341.0
28,11 > 28,28,Tổng chỉ bồi thường và trả tiền bảo hiểm (28 = 16 + 17 + 18 + 21 + 22 + 26 + 27),,(14.359.651.164.193),(11.433.562.913.431),,,-14359651164193.0,-11433562913431.0
29,11 > 29,29,Chi bồi thường từ quỹ dao động lớn,,93.000.000.000,46.000.000.000,,,93000000000.0,46000000000.0
30,11 > 30,30,Trích dự phòng dao động lớn,,(109.617.672.687),(101.964.761.130),,,-109617672687.0,-101964761130.0
