row_label_raw,row_label_full,col_0,2016VND,2015VND,numeric__2016VND,numeric__2015VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,293.174.502.310,185.234.177.492,293174502310.0,185234177492.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,58.634.900.462,40.751.519.048,58634900462.0,40751519048.0
Ảnh hưởng của mức thuế suất khác áp dụng cho các công ty con (*),Ảnh hưởng của mức thuế suất khác áp dụng cho các công ty con (*),Ảnh hưởng của mức thuế suất khác áp dụng cho các công ty con (*),(8.148.315.342),(21.987.774),-8148315342.0,-21987774.0
Ảnh hưởng của thay đổi trong thuế suất,Ảnh hưởng của thay đổi trong thuế suất,Ảnh hưởng của thay đổi trong thuế suất,-,268.164.140,,268164140.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.321.470.830,16.725.108.497,1321470830.0,16725108497.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(6.661.715.171),(6.142.271.291),-6661715171.0,-6142271291.0
Ưu đãi thuế tại công ty con,Ưu đãi thuế tại công ty con,Ưu đãi thuế tại công ty con,(4.070.610.371),(3.918.603.831),-4070610371.0,-3918603831.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(57.703.959),(2.949.805.536),-57703959.0,-2949805536.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,1.811.403,1.212.540.257,1811403.0,1212540257.0
Khác,Khác,Khác,-,83.873.660,,83873660.0
,,,41.019.837.852,46.008.537.170,41019837852.0,46008537170.0
