row_label_raw,row_label_full,col_0,Tại Việt Nam,Tại Việt Nam_1,Tại Lào,Tại Lào_1,Hợp nhất,Hợp nhất_1,numeric__Tại Việt Nam,numeric__Tại Việt Nam_1,numeric__Tại Lào,numeric__Tại Lào_1,numeric__Hợp nhất,numeric__Hợp nhất_1
,,,2016VND,2015VND,2016VND,2015VND,2016VND,2015VND,,,,,,
Doanh thu bán ra bên ngoài,Doanh thu bán ra bên ngoài,Doanh thu bán ra bên ngoài,1.988.493.828.582,1.314.302.285.464,-,165.624.958.943,1.988.493.828.582,1.479.927.244.407,1988493828582.0,1314302285464.0,,165624958943.0,1988493828582.0,1479927244407.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,6.496.940.906.827,2.843.195.966.941,203.375.251.584,211.784.739.492,6.700.316.158.411,3.054.980.706.433,6496940906827.0,2843195966941.0,203375251584.0,211784739492.0,6700316158411.0,3054980706433.0
Chỉ tiêu vốn,Chỉ tiêu vốn,Chỉ tiêu vốn,712.756.753.136,124.044.272.975,-,98.699.095,712.756.753.136,124.142.972.070,712756753136.0,124044272975.0,,98699095.0,712756753136.0,124142972070.0
