row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016 VND > 11.631.366.460,Tăng do công ty liên kết chuyển thành công ty con > 3.377.536.173,Số phải nộp trong năm VND > 221.033.052.252,Số đã nộp/ bù trừ trong năm VND > (206.336.481.498),31/12/2016 VND > 29.705.473.387,numeric__1/1/2016 VND > 11.631.366.460,numeric__Tăng do công ty liên kết chuyển thành công ty con > 3.377.536.173,numeric__Số phải nộp trong năm VND > 221.033.052.252,numeric__Số đã nộp/ bù trừ trong năm VND > (206.336.481.498),numeric__31/12/2016 VND > 29.705.473.387
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.671.884.527,-,73.029.408.814,(12.429.185.809),66.272.107.532,5671884527.0,,73029408814.0,-12429185809.0,66272107532.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,483.621.474,284.467.971,9.473.968.803,(8.444.355.381),1.797.702.867,483621474.0,284467971.0,9473968803.0,-8444355381.0,1797702867.0
Thuế nhà đất,Thuế nhà đất,Thuế nhà đất,-,-,11.041.972.900,(11.041.972.900),-,,,11041972900.0,-11041972900.0,
Thuế tải nguyên,Thuế tải nguyên,Thuế tải nguyên,-,539.554.553,13.050.623.312,(11.301.791.497),2.288.386.368,,539554553.0,13050623312.0,-11301791497.0,2288386368.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,469.806.968,(469.806.968),-,,,469806968.0,-469806968.0,
,,,17.786.872.461,4.201.558.697,328.098.833.049,(250.023.594.053),100.063.670.154,17786872461.0,4201558697.0,328098833049.0,-250023594053.0,100063670154.0
