row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị ghi sổ,31/12/2016 > Số có khả năng trả nợ,01/01/2016 > Giá trị ghi sổ,01/01/2016 > Số có khả năng trả nợ,numeric__31/12/2016 > Giá trị ghi sổ,numeric__31/12/2016 > Số có khả năng trả nợ,numeric__01/01/2016 > Giá trị ghi sổ,numeric__01/01/2016 > Số có khả năng trả nợ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,545.768.292.793,545.768.292.793,192.464.527.678,192.464.527.678,545768292793.0,545768292793.0,192464527678.0,192464527678.0
- Công ty Cổ phầnXây dựng NASACO,- Công ty Cổ phầnXây dựng NASACO,- Công ty Cổ phầnXây dựng NASACO,28.635.711.965,28.635.711.965,45.141.074.470,45.141.074.470,28635711965.0,28635711965.0,45141074470.0,45141074470.0
- Công ty TNHH Hợp Tiến,- Công ty TNHH Hợp Tiến,- Công ty TNHH Hợp Tiến,6.345.588.232,6.345.588.232,20.568.813.423,20.568.813.423,6345588232.0,6345588232.0,20568813423.0,20568813423.0
- Công ty Cổ phần Đầu tưvà Xây dựng HUD1,- Công ty Cổ phần Đầu tưvà Xây dựng HUD1,- Công ty Cổ phần Đầu tưvà Xây dựng HUD1,48.884.671.362,48.884.671.362,-,-,48884671362.0,48884671362.0,,
- Công ty cổ phần công nghệTiên Phong,- Công ty cổ phần công nghệTiên Phong,- Công ty cổ phần công nghệTiên Phong,46.391.279.750,46.391.279.750,-,-,46391279750.0,46391279750.0,,
- Công ty TNHH Hệ thốngThông tin FPT,- Công ty TNHH Hệ thốngThông tin FPT,- Công ty TNHH Hệ thốngThông tin FPT,144.011.731.650,144.011.731.650,-,-,144011731650.0,144011731650.0,,
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,271.499.309.834,271.499.309.834,126.754.639.785,126.754.639.785,271499309834.0,271499309834.0,126754639785.0,126754639785.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,15.158.410.533,15.158.410.533,3.470.039.533,3.470.039.533,15158410533.0,15158410533.0,3470039533.0,3470039533.0
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,15.158.410.533,15.158.410.533,3.470.039.533,3.470.039.533,15158410533.0,15158410533.0,3470039533.0,3470039533.0
Tổng,Tổng,Tổng,560.926.703.326,560.926.703.326,195.934.567.211,195.934.567.211,560926703326.0,560926703326.0,195934567211.0,195934567211.0
