row_label_raw,row_label_full,col_0,Xây lắp và hoạt động khác,"Đầu tư, kinh doanh BĐS",Dịch vụ thu phí đường bộ,Tổng,numeric__Xây lắp và hoạt động khác,"numeric__Đầu tư, kinh doanh BĐS",numeric__Dịch vụ thu phí đường bộ,numeric__Tổng
DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,,,,
Tổng doanh thu,DOANH THU > Tổng doanh thu,Tổng doanh thu,363.523.390.638,2.146.790.794.811,450.148.830.543,2.960.463.015.992,363523390638.0,2146790794811.0,450148830543.0,2960463015992.0
Giảm trừ doanh thu,DOANH THU > Giảm trừ doanh thu,Giảm trừ doanh thu,(29.506.094.889),(144.834.264.572),-,(174.340.359.461),-29506094889.0,-144834264572.0,,-174340359461.0
Doanh thu thuần,DOANH THU > Doanh thu thuần,Doanh thu thuần,334.017.295.749,2.001.956.530.239,450.148.830.543,2.786.122.656.531,334017295749.0,2001956530239.0,450148830543.0,2786122656531.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,
Kết quả bộ phận,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phận,Kết quả bộ phận,29.717.084.982,368.604.332.690,91.369.002.535,489.690.420.207,29717084982.0,368604332690.0,91369002535.0,489690420207.0
Thuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,853.295.844,76.111.500.969,8.797.726.594,85.762.523.407,853295844.0,76111500969.0,8797726594.0,85762523407.0
Lợi nhuận trong kỳ,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong kỳ,Lợi nhuận trong kỳ,28.863.789.138,292.492.831.721,82.571.275.941,403.927.896.800,28863789138.0,292492831721.0,82571275941.0,403927896800.0
