row_label_raw,row_label_full,CHỈ TIÊU,MS,Năm 2016VND,Năm 2015VND,numeric__MS,numeric__Năm 2016VND,numeric__Năm 2015VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,489.690.420.207,196.792.964.403,1.0,489690420207.0,196792964403.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,
- Khấu hao tài sản cố định và BĐS đầu tư,Điều chỉnh cho các khoản > - Khấu hao tài sản cố định và BĐS đầu tư,- Khấu hao tài sản cố định và BĐS đầu tư,02,177.996.726.361,97.303.819.081,2.0,177996726361.0,97303819081.0
- Các khoản dự phòng,Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,8.576.886.016,18.227.556.419,3.0,8576886016.0,18227556419.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái chưa thực hiện","Điều chỉnh cho các khoản > - Lãi, lỗ chênh lệch tỷ giá hối đoái chưa thực hiện","- Lãi, lỗ chênh lệch tỷ giá hối đoái chưa thực hiện",04,(415.047),-,4.0,-415047.0,
"- Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(55.924.962.987),(30.188.754.732),5.0,-55924962987.0,-30188754732.0
- Chỉ phí lãi vay,Điều chỉnh cho các khoản > - Chỉ phí lãi vay,- Chỉ phí lãi vay,06,185.782.553.870,105.595.932.479,6.0,185782553870.0,105595932479.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,806.121.208.420,387.731.517.650,8.0,806121208420.0,387731517650.0
"- Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,(210.655.272.629),(249.696.811.662),9.0,-210655272629.0,-249696811662.0
"- Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,14.877.050.098,(3.150.869.617),10.0,14877050098.0,-3150869617.0
"- Tăng, giảm các khoản phải trả","Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,387.235.506.154,533.609.578.318,11.0,387235506154.0,533609578318.0
"- Tăng, giảm chỉ phí trả trước","Điều chỉnh cho các khoản > - Tăng, giảm chỉ phí trả trước","- Tăng, giảm chỉ phí trả trước",12,(87.892.952.841),(55.229.493.573),12.0,-87892952841.0,-55229493573.0
