row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2016VND,Năm 2015VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2016VND,numeric__Năm 2015VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.21,2.960.463.015.992,2.255.503.033.848,,1.0,521.0,2960463015992.0,2255503033848.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,5.22,174.340.359.461,10.002.763.104,,2.0,522.0,174340359461.0,10002763104.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,2.786.122.656.531,2.245.500.270.744,,10.0,,2786122656531.0,2245500270744.0
4.,4.,4.,Giá vốn hàng bán,11,5.23,1.998.936.509.192,1.921.992.032.569,,11.0,523.0,1998936509192.0,1921992032569.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,787.186.147.339,323.508.238.175,,20.0,,787186147339.0,323508238175.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.24,36.847.213.522,12.313.032.410,,21.0,524.0,36847213522.0,12313032410.0
7.,7.,7.,Chi phí tài chính,22,5.25,199.195.653.870,105.811.078.777,,22.0,525.0,199195653870.0,105811078777.0
,,,Trong đó: Chi phí lãi vay,23,,185.782.553.870,105.595.932.479,,23.0,,185782553870.0,105595932479.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,19.077.749.465,17.875.722.322,,24.0,,19077749465.0,17875722322.0
9.,9.,9.,Chi phí bán hàng,25,5.26,51.636.099.603,13.982.993.663,,25.0,526.0,51636099603.0,13982993663.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,5.26,107.276.061.286,37.901.377.088,,26.0,526.0,107276061286.0,37901377088.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)-(25+26)},30,,485.003.295.567,196.001.543.379,,30.0,,485003295567.0,196001543379.0
12.,12.,12.,Thu nhập khác,31,5.27,6.407.688.808,3.182.794.096,,31.0,527.0,6407688808.0,3182794096.0
123,123,123,Chi phí khác,32,5.28,1.720.564.168,2.391.373.072,,32.0,528.0,1720564168.0,2391373072.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,,4.687.124.640,791.421.024,,40.0,,4687124640.0,791421024.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế(50 = 30+40+45),50,,489.690.420.207,196.792.964.403,,50.0,,489690420207.0,196792964403.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,5.29,85.762.523.407,35.847.938.201,,51.0,529.0,85762523407.0,35847938201.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,403.927.896.800,160.945.026.202,,60.0,,403927896800.0,160945026202.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,403.235.110.153,160.165.180.348,,61.0,,403235110153.0,160165180348.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,692.786.647,779.845.854,,62.0,,692786647.0,779845854.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,5.30,2.784,1.231,,70.0,530.0,2784.0,1231.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,,2.784,1.231,,71.0,,2784.0,1231.0
