row_label_raw,row_label_full,col_0,01/01/2016,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,31/12/2016,numeric__01/01/2016,numeric__Số phải nộp trong kỳ,numeric__Số đã thực nộp trong kỳ,numeric__31/12/2016
Phải nộp,Phải nộp,Phải nộp,163.910.288.191,266.846.463.246,272.489.013.410,158.267.738.027,163910288191.0,266846463246.0,272489013410.0,158267738027.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,125.698.082.710,53.583.000.788,69.783.524.864,109.497.558.634,125698082710.0,53583000788.0,69783524864.0,109497558634.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.822.272.667,85.234.580.601,75.776.496.608,47.280.356.660,37822272667.0,85234580601.0,75776496608.0,47280356660.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,293.397.914,14.081.052.865,13.237.271.795,1.137.178.984,293397914.0,14081052865.0,13237271795.0,1137178984.0
"Thuế tài nguyên, Thuế nhà đất, tiền thuê đất","Thuế tài nguyên, Thuế nhà đất, tiền thuê đất","Thuế tài nguyên, Thuế nhà đất, tiền thuê đất",66.745.168,111.383.621.205,111.383.621.205,66.745.168,66745168.0,111383621205.0,111383621205.0,66745168.0
Thuế khác,Thuế khác,Thuế khác,-,2.367.946.292,2.082.047.711,285.898.581,,2367946292.0,2082047711.0,285898581.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",29.789.732,196.261.495,226.051.227,-,29789732.0,196261495.0,226051227.0,
Phải thu,Phải thu,Phải thu,4.565.549.830,1.685.712.972,46.469.682,2.926.306.540,4565549830.0,1685712972.0,46469682.0,2926306540.0
Thuế giá trị gia tăng nộp thừa,Thuế giá trị gia tăng nộp thừa,Thuế giá trị gia tăng nộp thừa,77.065.000,-,19.868.800,96.933.800,77065000.0,,19868800.0,96933800.0
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,4.488.484.830,1.685.712.972,26.600.882,2.829.372.740,4488484830.0,1685712972.0,26600882.0,2829372740.0
