row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị,31/12/2016 > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giảm,01/01/2016 > Giá trị,01/01/2016 > Số có khả năng trả nợ,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,301.508.696.730,301.508.696.730,371.291.548.893,199.243.397.193,129.460.545.030,129.460.545.030,301508696730.0,301508696730.0,371291548893.0,199243397193.0,129460545030.0,129460545030.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,-,-,-,58.938.651.404,58.938.651.404,58.938.651.404,,,,58938651404.0,58938651404.0,58938651404.0
+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,-,-,3.518.730.000,51.310.433.638,47.791.703.638,47.791.703.638,,,3518730000.0,51310433638.0,47791703638.0,47791703638.0
+ Ngân hàng SHB -CN Thăng Long,+ Ngân hàng SHB -CN Thăng Long,+ Ngân hàng SHB -CN Thăng Long,23.002.973.722,23.002.973.722,69.072.835.687,59.062.790.321,12.992.928.356,12.992.928.356,23002973722.0,23002973722.0,69072835687.0,59062790321.0,12992928356.0,12992928356.0
+ Ngân hàng ĐT và PT VN - CN SGD3,+ Ngân hàng ĐT và PT VN - CN SGD3,+ Ngân hàng ĐT và PT VN - CN SGD3,264.055.991.178,264.055.991.178,264.055.991.178,-,-,-,264055991178.0,264055991178.0,264055991178.0,,,
+ Vay đối tượng khác,+ Vay đối tượng khác,+ Vay đối tượng khác,14.449.731.830,14.449.731.830,34.643.992.028,29.931.521.830,9.737.261.632,9.737.261.632,14449731830.0,14449731830.0,34643992028.0,29931521830.0,9737261632.0,9737261632.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,4.014.925.152.683,4.014.925.152.683,1.427.775.771.043,499.245.113.086,3.086.394.494.726,3.086.394.494.726,4014925152683.0,4014925152683.0,1427775771043.0,499245113086.0,3086394494726.0,3086394494726.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,2.214.742.213.240,2.214.742.213.240,328.653.536.371,317.694.000.000,2.203.782.676.869,2.203.782.676.869,2214742213240.0,2214742213240.0,328653536371.0,317694000000.0,2203782676869.0,2203782676869.0
+ Ngân hàng PT Việt Nam - CN Nam Định,+ Ngân hàng PT Việt Nam - CN Nam Định,+ Ngân hàng PT Việt Nam - CN Nam Định,564.990.137.000,564.990.137.000,47.064.217.000,31.200.000.000,549.125.920.000,549.125.920.000,564990137000.0,564990137000.0,47064217000.0,31200000000.0,549125920000.0,549125920000.0
+ Ngân hàng NN và PTNT- CN Thái Bình,+ Ngân hàng NN và PTNT- CN Thái Bình,+ Ngân hàng NN và PTNT- CN Thái Bình,-,-,5.448.589.161,115.104.378.227,109.655.789.066,109.655.789.066,,,5448589161.0,115104378227.0,109655789066.0,109655789066.0
+ Ngân hàng TMCP Sài Gòn - Hà Nội - Chi nhánh Ba Đình,+ Ngân hàng TMCP Sài Gòn - Hà Nội - Chi nhánh Ba Đình,+ Ngân hàng TMCP Sài Gòn - Hà Nội - Chi nhánh Ba Đình,-,-,-,811.750.000,811.750.000,811.750.000,,,,811750000.0,811750000.0,811750000.0
+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,-,-,-,5.120.000.000,5.120.000.000,5.120.000.000,,,,5120000000.0,5120000000.0,5120000000.0
+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,1.234.592.802.443,1.234.592.802.443,1.037.589.230.511,-,197.003.571.932,197.003.571.932,1234592802443.0,1234592802443.0,1037589230511.0,,197003571932.0,197003571932.0
+ Ngân hàng TMCP Phát triển TP HCM - CN Hồ Gurom,+ Ngân hàng TMCP Phát triển TP HCM - CN Hồ Gurom,+ Ngân hàng TMCP Phát triển TP HCM - CN Hồ Gurom,-,-,8.220.198.000,24.614.984.859,16.394.786.859,16.394.786.859,,,8220198000.0,24614984859.0,16394786859.0,16394786859.0
+ Vay đối tượng khác,+ Vay đối tượng khác,+ Vay đối tượng khác,600.000.000,600.000.000,800.000.000,4.700.000.000,4.500.000.000,4.500.000.000,600000000.0,600000000.0,800000000.0,4700000000.0,4500000000.0,4500000000.0
Tổng,Tổng,Tổng,4.316.433.849.413,4.316.433.849.413,1.799.067.319.936,698.488.510.279,3.215.855.039.756,3.215.855.039.756,4316433849413.0,4316433849413.0,1799067319936.0,698488510279.0,3215855039756.0,3215855039756.0
