row_label_raw,row_label_full,Chỉ tiêu,Năm 2015(sau điều chỉnh),Năm 2015(trước điều chỉnh),Chênh lệch,numeric__Năm 2015(sau điều chỉnh),numeric__Năm 2015(trước điều chỉnh),numeric__Chênh lệch
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.231,1.295,(64),1231.0,1295.0,-64.0
Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,1.231,1.295,(64),1231.0,1295.0,-64.0
