row_label_raw,row_label_full,col_0,Năm 2016VND,Năm 2015VND,numeric__Năm 2016VND,numeric__Năm 2015VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,51.636.099.603,13.982.993.663,51636099603.0,13982993663.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.005.842.093,342.132.681,6005842093.0,342132681.0
"Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì",8.844.000,-,8844000.0,
"Chi phí dùng cụ, đồ dùng","Chi phí dùng cụ, đồ dùng","Chi phí dùng cụ, đồ dùng",294.188.198,-,294188198.0,
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,2.897.420,-,2897420.0,
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,5.433.904.163,1.585.652.157,5433904163.0,1585652157.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,39.890.423.729,12.055.208.825,39890423729.0,12055208825.0
Chi phí quản lý,Chi phí quản lý,Chi phí quản lý,107.276.061.286,37.901.377.088,107276061286.0,37901377088.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,32.845.124.458,14.773.984.369,32845124458.0,14773984369.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,24.561.025,61.518.684,24561025.0,61518684.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,2.563.545.767,573.185.767,2563545767.0,573185767.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,4.538.763.874,4.346.526.945,4538763874.0,4346526945.0
Thuế phí và lệ phí,Thuế phí và lệ phí,Thuế phí và lệ phí,472.194.864,274.868.990,472194864.0,274868990.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,1.162.374.526,3.041.400.000,1162374526.0,3041400000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,17.395.465.077,10.132.756.822,17395465077.0,10132756822.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,48.274.031.695,4.697.135.511,48274031695.0,4697135511.0
Tổng,Tổng,Tổng,158.912.160.889,51.884.370.751,158912160889.0,51884370751.0
