row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,413.791,380.558,413791.0,380558.0
Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,376.294,345.889,376294.0,345889.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,8.191,7.993,8191.0,7993.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,1.141,2.328,1141.0,2328.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,613,1.175,613.0,1175.0
Thu nhập từ IFC,Thu nhập từ IFC,Thu nhập từ IFC,-,2.842,,2842.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,27.552,20.331,27552.0,20331.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(25.889),(28.405),-25889.0,-28405.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(13.453),(13.098),-13453.0,-13098.0
Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,(62),(10.035),-62.0,-10035.0
Chi phí khác,Chi phí khác,Chi phí khác,(12.374),(5.272),-12374.0,-5272.0
,,,387.902,352.153,387902.0,352153.0
