row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023%/năm,Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm
Bằng VND,Bằng VND,Bằng VND,"2,50 - 36,00","1,78 - 36,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"5,00 - 8,80","2,00 - 8,70",,
