row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3 thángTriệu đồng,Đến 3 thángTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3 thángTriệu đồng,Từ 3 - 12 thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,-,503.043,-,-,-,-,503.043,,,503043.0,,,,,503043.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,3.167.848,-,-,-,-,3.167.848,,,3167848.0,,,,,3167848.0
Tiền gửi tại các TCTD khác,Tài sản > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,-,-,31.506.228,4.763.900,-,-,-,36.270.128,,,31506228.0,4763900.0,,,,36270128.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,782.693,-,-,-,-,782.693,,,782693.0,,,,,782693.0
Các công cụ tài chính phải sinh,Tài sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,805,-,-,-,-,805,,,805.0,,,,,805.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,2.857.165,1.609.750,17.079.845,12.266.983,26.824.891,19.433.507,18.035.048,98.107.189,2857165.0,1609750.0,17079845.0,12266983.0,26824891.0,19433507.0,18035048.0,98107189.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,965.000,-,965.000,,,,,,965000.0,,965000.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,150.000,-,-,-,1.715.354,6.654.043,10.128.340,18.647.737,150000.0,,,,1715354.0,6654043.0,10128340.0,18647737.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,318.791,318.791,,,,,,,318791.0,318791.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,70,1.556,143.008,939.530,1.084.164,,,,70.0,1556.0,143008.0,939530.0,1084164.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,222.662,,1.466.608,13.019,905.019,1.082.748,210.815,3.900.871,222662.0,,1466608.0,13019.0,905019.0,1082748.0,210815.0,3900871.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.229.827,1.609.750,54.507.070,17.043.972,29.446.820,28.278.306,29.632.524,163.748.269,3229827.0,1609750.0,54507070.0,17043972.0,29446820.0,28278306.0,29632524.0,163748269.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,23.107.403,4.832.459,971.599,130.026,-,29.041.487,,,23107403.0,4832459.0,971599.0,130026.0,,29041487.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,44.460.360,17.288.979,36.195.671,2.098.722,10.327,100.054.059,,,44460360.0,17288979.0,36195671.0,2098722.0,10327.0,100054059.0
Các công cụ tài chính phải sinh,Nợ phải trả > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,-,115.253,150.820,-,-,266.073,,,,115253.0,150820.0,,,266073.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,68,339,8.654,17.552,-,26.613,,,68.0,339.0,8654.0,17552.0,,26613.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,5.400.000,10.200.000,-,15.600.000,,,,,5400000.0,10200000.0,,15600000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,3.640.503,-,-,-,-,3.640.503,,,3640503.0,,,,,3640503.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,71.208.334,22.237.030,42.726.744,12.446.300,10.327,148.628.735,,,71208334.0,22237030.0,42726744.0,12446300.0,10327.0,148628735.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,3.229.827,1.609.750,(16.701.264),(5.193.058),(13.279.924),15.832.006,29.622.197,15.119.534,3229827.0,1609750.0,-16701264.0,-5193058.0,-13279924.0,15832006.0,29622197.0,15119534.0
