row_label_raw,row_label_full,col_0,Dự phòngcự thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcự thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,-,1.149,1.149,,1149.0,1149.0
Số trích lập trong năm,Số trích lập trong năm,Số trích lập trong năm,-,6.726,6.726,,6726.0,6726.0
Số cuối năm,Số cuối năm,Số cuối năm,-,7.875,7.875,,7875.0,7875.0
