row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,67.872,29.708,67872.0,29708.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,51.636,2.574,51636.0,2574.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,16.236,27.134,16236.0,27134.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,427.146,761.815,427146.0,761815.0
Các khoản chờ thanh toán,Các khoản chờ thanh toán,Các khoản chờ thanh toán,283.535,557.476,283535.0,557476.0
Tiền thu được từ các khoản nợ đã bán,Tiền thu được từ các khoản nợ đã bán,Tiền thu được từ các khoản nợ đã bán,90.759,9.685,90759.0,9685.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,35.285,169.472,35285.0,169472.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,7.183,11.655,7183.0,11655.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,9.660,12.803,9660.0,12803.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,724,724,724.0,724.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,6.355,6.098,6355.0,6098.0
"Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.108,1.005,1108.0,1005.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,5.247,5.093,5247.0,5093.0
,,,501.373,797.621,501373.0,797621.0
