row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,,
Tập đoàn Geleximco - Công ty CP,Tập đoàn Geleximco - Công ty CP,Tập đoàn Geleximco - Công ty CP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạn,588.556(588.556),1.204.559(1.204.784),,,
Malayan Banking Berhad - Maylaysia,Malayan Banking Berhad - Maylaysia,Malayan Banking Berhad - Maylaysia,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnABB gửi tiền không kỳ hạnABB rút tiền gửi không kỳ hạnThu lãi tiền gửiTrả lãi tiền gửiThu từ các công cụ tài chínhphái sinh tiền tệChi từ các công cụ tài chínhphái sinh tiền tệ,94.902(100.945)-(1)1.069(2)17.068(336),324.354(330.286)-(1)9.262(272),,,
Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Số tiền trả nợTrả lãi tiền vay,-,(835.666)(24.965),,,
Các công ty liên quan của Tập đoànGeleximco - Công ty CP,Các công ty liên quan của Tập đoànGeleximco - Công ty CP,Các công ty liên quan của Tập đoànGeleximco - Công ty CP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnTrả lãi tiền gửi,16.111.605(15.219.972)3.766.232(2.314.892)(5.706),28.997.619(29.073.329)5.599.958(6.073.964)(5.300),,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,
ABBA và ABBAS,ABBA và ABBAS,ABBA và ABBAS,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnChi phí dịch vụ quản lýtài sảnTrả lãi tiền gửiThu nhập từ chia cổ tứcNhận cổ tứcĐặt cọc mua bất động sảnThu nhập khácChi phí dịch vụ kiểm ngânđiện lực,326.991(329.042)57.250(58.184)(37.491)(794)5.044-144.0001.9961.035,858.679(857.893)195.781(193.881)(61.307)(386)43.565-144.0005.3162.588,,,
