row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,36.270.128,20.405.942,36270128.0,20405942.0
Công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,-,440.445,,440445.0
Cho vay khách hàng,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Cho vay khách hàng,Cho vay khách hàng,98.107.189,82.010.652,98107189.0,82010652.0
- Cho vay khách hàng cá nhân,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,58.692.118,43.216.382,58692118.0,43216382.0
- Cho vay khách hàng tổ chức,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,39.415.071,38.794.270,39415071.0,38794270.0
Hoạt động mua nợ,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Hoạt động mua nợ,Hoạt động mua nợ,965.000,1.050.000,965000.0,1050000.0
Chứng khoán đầu tư,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Chứng khoán đầu tư,Chứng khoán đầu tư,7.146.851,6.418.631,7146851.0,6418631.0
- Chứng khoán nợ - sẵn sàng để bán,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,3.871.783,5.759.246,3871783.0,5759246.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,Rủi ro tín dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,3.275.068,659.385,3275068.0,659385.0
Tài sản tài chính khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tài sản tài chính khác,Tài sản tài chính khác,2.650.205,3.936.124,2650205.0,3936124.0
Rủi ro tín dụng liên quan đến các tài sảnngoại bảng,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng,,
Cam kết cho vay không huỷ ngang,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng > Cam kết cho vay không huỷ ngang,Cam kết cho vay không huỷ ngang,21.737,30.493,21737.0,30493.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,742.959,2.914.698,742959.0,2914698.0
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,5.584.954,5.870.886,5584954.0,5870886.0
Cam kết khác,Rủi ro tín dụng liên quan đến các tài sảnngoại bảng > Cam kết khác,Cam kết khác,-,157.031,,157031.0
