row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác,,
Thu nhập từ hoạt động khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,224.536,95.513,224536.0,95513.0
Thu từ bán tài sản gán nợ,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Thu từ bán tài sản gán nợ,Thu từ bán tài sản gán nợ,1.601,-,1601.0,
Thu hoàn nhập dự phòng rủi ro chứng khoán,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Thu hoàn nhập dự phòng rủi ro chứng khoán,Thu hoàn nhập dự phòng rủi ro chứng khoán,6.045,-,6045.0,
Thu nợ khó đòi đã xử lý bằng dự phòng rủi ro,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Thu nợ khó đòi đã xử lý bằng dự phòng rủi ro,Thu nợ khó đòi đã xử lý bằng dự phòng rủi ro,207.123,91.328,207123.0,91328.0
Thu từ hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,9.767,4.185,9767.0,4185.0
Chi phí từ hoạt động khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,7.329,5.845,7329.0,5845.0
Chi phí cho hoạt động công tác xã hội,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Chi phí cho hoạt động công tác xã hội,Chi phí cho hoạt động công tác xã hội,5.329,4.090,5329.0,4090.0
Chi phí khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Chi phí khác,Chi phí khác,2.000,1.755,2000.0,1755.0
Lãi/lỗ thuần từ các hoạt động kinh doanh khác,31. Lãi/lỗ thuần từ các hoạt động kinh doanh khác > Lãi/lỗ thuần từ các hoạt động kinh doanh khác,Lãi/lỗ thuần từ các hoạt động kinh doanh khác,217.207,89.668,217207.0,89668.0
