row_label_raw,row_label_full,34. Tiền và các khoản tương đương tiền,31/12/2024,31/12/2023,numeric__31/12/2024,numeric__31/12/2023
Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,538.410,660.595,538410.0,660595.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,4.207.486,6.134.683,4207486.0,6134683.0
"Tiền, ngoại hối gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)","Tiền, ngoại hối gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)","Tiền, ngoại hối gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)",15.504.604,18.373.502,15504604.0,18373502.0
Tổng cộng,Tổng cộng,Tổng cộng,20.250.500,25.168.780,20250500.0,25168780.0
