row_label_raw,row_label_full,- Trái phiếu Chính phủ (*),1.675.515,2.588.098,numeric__1.675.515,numeric__2.588.098
Cộng,Cộng,Cộng,1.675.515,2.588.098,1675515.0,2588098.0
Tổng cộng,Tổng cộng,Tổng cộng,2.973.962,3.378.950,2973962.0,3378950.0
