row_label_raw,row_label_full,26. Lãi/lỗ thuần từ hoạt động dịch vụ (tiếp theo),Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,99.901,49.877,99901.0,49877.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,34.391,32.310,34391.0,32310.0
Chi phí dịch vụ tư vấn,Chi phí dịch vụ tư vấn,Chi phí dịch vụ tư vấn,4.049,3.448,4049.0,3448.0
Chi về mạng viễn thông,Chi về mạng viễn thông,Chi về mạng viễn thông,45.796,-,45796.0,
Chi khác về dịch vụ,Chi khác về dịch vụ,Chi khác về dịch vụ,15.665,14.119,15665.0,14119.0
Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,456.721,493.738,456721.0,493738.0
